,X,Y,alt
20041,2963,1439,-5.428653820586078
1433604,90,619,33.38871488554878
130933,621,1235,87.96705615076007
429772,1410,1041,-7.944007926724225
90765,2690,1297,25.204272766784925
1477996,2719,602,49.54211686632152
117996,2680,1253,17.706900934887926
1294742,1449,676,-21.735248021305324
765223,2352,890,15.144359232119768
2056671,2372,305,-1.593593248045181
1325470,2908,664,54.4846087362871
1148507,2104,737,33.76566641486352
155989,817,1215,56.98578933199951
120731,2644,1249,9.209231910854669
282961,1688,1124,-45.85929886010217
1695876,2085,498,0.6830834600159505
1738778,1952,477,4.1111695074632735
327227,2038,1096,15.957418343063182
1703339,1249,494,-25.72612637171278
2007913,861,333,13.960461619865328
2106312,1463,274,11.409223111988922
747133,1973,897,12.166994557185717
1581928,2569,552,43.34931200608253
1474442,1399,603,-13.238626421790741
1930251,977,377,-11.017768836889445
1401182,1028,632,-23.254765482911353
1155479,1876,734,14.198282628668949
1734073,1295,479,-17.929273873889088
1441974,1280,616,-35.72632624465723
2200523,2294,158,-40.32680892786266
749598,1912,896,15.024519202856936
1824269,2299,434,38.850647320419284
942714,3236,821,-0.07843145725564682
1547835,2159,568,-21.5861086111272
1335743,1124,659,-26.415444667507472
424313,1702,1044,-8.671813372988709
1250504,35,694,12.780920096309274
258119,1426,1141,-22.87407760110591
1417509,2251,626,-3.2886791116302447
1431022,55,620,38.11311842236182
1236697,1439,700,-13.196720706371252
1680912,1762,505,29.47476662886129
147793,1140,1221,36.12437206275581
829102,2619,865,-8.904342146085582
1526807,1586,578,18.187413346948233
1691739,2116,500,-2.2105867871146074
669513,1272,928,-6.213229804648563
1706154,2000,493,13.344562011649941
1735551,748,478,5.820460672316585
1566614,2068,559,4.2727909011764496
1957216,932,362,-4.271600477628908
983910,1320,804,-22.85419146128379
846066,1589,858,-10.760379166741586
929465,2713,826,-13.932152501400651
1859280,811,415,3.6187299504626935
668398,2571,929,7.759178801233702
1785426,640,453,34.30082103159884
1019831,2414,790,8.507694845208789
1804657,2172,444,-0.3204158559692587
1346574,2405,655,-6.998637629290442
964397,2035,812,26.771704482648147
340446,2341,1089,-51.84076153661363
502885,2074,1004,22.805845228051567
915451,1436,831,-24.334454403179734
678596,3132,925,-19.397564537045128
1389710,2196,637,-14.81735906892618
1119145,1611,749,-0.13414308114897722
1819793,1705,436,14.03045533221757
1429850,1980,621,20.668974093887755
655576,1673,934,-12.313512320215523
912864,1403,832,-16.31673538208406
941212,1734,821,0.7430311884518233
2150215,1321,245,12.384371121749155
2095311,1715,281,18.320754076563844
1678202,1149,506,-18.135850928913896
1592228,2214,547,-4.542494168206758
1287109,1159,679,-25.671430869198502
847059,2582,858,-4.84745013695192
2041802,847,313,20.058943601697138
1632233,1706,528,28.976312727694676
1852797,1952,419,-2.9994870967011593
236171,3089,1157,-12.721319498577941
1002134,2064,797,18.767411199583876
281869,2082,1125,-7.181426871980875
1808648,2250,442,6.612756393833024
700647,3032,916,-38.3480209723848
1895675,1402,396,-8.090880111513798
1206269,2173,713,4.884565352726895
372135,2367,1072,-46.26904203144568
2101187,1148,277,6.0679417436822405
615599,3256,952,14.957221479817235
823302,1959,867,17.46081865920405
1492631,2148,595,2.1352380669754893
53456,3026,1361,-4.98022011565763
1726125,1471,483,-7.6346750424395395
509357,2404,1001,0.5031263917321667
1241417,1375,698,-30.033842455324702
489866,3393,1011,14.8907086004765
1767642,714,462,12.438842199402643
1905749,2171,391,24.23057087713005
579743,2855,968,-28.93547790906814
114733,2586,1258,8.780837973009056
1175914,3081,726,29.411029211519235
1343589,1801,656,18.7651250350782
802314,1497,875,-30.446632093604876
1076019,2201,767,10.281369670968616
727683,2641,905,-11.461369866509813
1233702,3234,702,-41.66900983589676
1196052,1561,717,-6.361328511129159
68655,2964,1334,23.287213447288195
1144835,3230,739,-11.542010001704512
1187177,2298,721,-25.138052759043603
1297955,2213,675,-3.7578478703126166
1935873,1157,374,-16.178410630509916
546960,2359,983,-5.74386060479992
835209,1012,862,21.151266926764492
391742,1360,1061,-9.941523843547202
172077,3051,1204,9.32110313407702
1777010,2124,458,3.6341345439636825
132105,2635,1234,10.283955471893478
1447629,1820,614,29.31967399688392
1480710,991,600,-27.389877115700983
287300,1542,1121,-40.85934449079832
62110,2852,1345,-0.0067141287549929984
1847147,2042,422,13.275436819335027
752820,2606,895,-10.74443591026602
2065899,1672,299,-6.608777415055101
1227862,2188,704,1.5543706890321118
1841784,2438,425,24.819261527648905
74006,2931,1325,16.788163363474723
801843,1026,875,20.526908624198313
891525,3178,841,34.79558898968844
883757,3161,844,33.65352558535824
302251,148,1111,-1.7881057893760044
1258392,1641,691,5.228336433246113
290258,1492,1119,-28.99894417718815
1350509,1588,653,7.514530538584495
16382,2718,1450,11.552920604953215
985291,2701,804,-7.181815450163867
374460,2826,1071,-10.52916073893175
299190,149,1113,-2.5457664448586
643393,1167,939,-1.9076319798059558
1669728,1080,510,-18.364912611053114
672586,1926,927,12.190289307990497
120120,2742,1250,10.292419784603226
402710,2907,1056,-7.650455812673499
306048,2051,1109,10.42048080706445
942088,2610,821,-11.812245121992873
539615,1370,986,-1.4976607008516112
1608160,1127,539,-21.234348392576976
885614,2434,843,9.591854381278608
686796,1516,921,-16.99137969801677
1505563,2658,589,44.47570670334153
663384,2361,931,20.201737176400457
2108059,1610,273,-13.297294107125708
1722680,2102,485,5.165389637756562
2004879,1269,335,6.11879524818778
300024,2149,1113,1.173977381927216
2054079,1441,306,16.194958089002284
857579,2804,854,-19.06391243887174
1321829,1694,665,12.324698544605326
173689,1719,1202,-64.12709548681187
770520,2587,888,-0.8135877763211283
1955979,1479,363,-7.653712130027543
1722963,2385,485,22.79271912283457
1197961,1069,716,-17.347079648493946
1626214,2080,531,-0.5580782719553099
2023771,1355,324,-20.988154688996474
1967962,1016,356,-16.58112483244031
236662,1617,1156,-69.90370778022498
743761,1123,898,2.440639392670164
242349,370,1152,20.829508104940487
70091,2616,1331,16.491399633875517
1776340,1454,458,-7.3880242721506875
653254,1705,935,-2.451145351717514
782613,2097,883,33.581391292032094
1146644,2641,738,-20.128513778001434
2152879,1244,243,0.6414247145280569
113613,2712,1260,20.548757160221612
1170016,2002,728,37.18257514824654
648566,1692,937,-3.998149014106275
855654,3456,855,-53.23890967011994
67607,2508,1335,4.059109001485467
207377,260,1175,22.264710385423314
1536512,1096,573,-25.851960757880533
612365,2142,953,30.448984031918826
713548,3490,911,-38.99355997980774
405200,1612,1054,-3.8004869764713476
764382,1511,890,-25.218815210635512
580327,1247,967,-8.461456963505952
1057547,3261,775,-17.28458578599748
1512399,1393,585,-12.388235235146567
648142,1268,937,-9.6335978799425
1531261,1965,576,20.988110942031653
1419278,1511,625,7.420883345462244
1725225,571,483,37.49499391816744
1900748,885,393,0.1253969799195147
1303745,3111,673,-0.502036745915575
1239414,1762,699,17.87399627456989
909355,3010,834,-23.82084231837416
1180734,3077,724,29.071931166200102
1686324,883,502,-21.366318929598492
2177441,2101,217,-6.6333481515262065
2075694,1609,293,-10.218307501139861
492238,1523,1009,2.1939153004473155
443993,2138,1034,27.53966334099414
2066784,909,298,-6.107797140570256
1540376,811,571,-7.38066878465861
1224416,1136,705,-35.18736757664237
322977,1344,1098,-14.218078988818888
1195563,1072,717,-17.150910270903296
1947651,2108,368,12.072959279707447
608187,2464,955,23.19302919752181
472046,141,1019,-25.864381926960505
1962734,1107,359,-21.727423639592416
946227,1661,819,-1.232508407430032
1486460,2372,598,-1.530821390787878
485499,2765,1013,-19.281215667519973
767049,1647,889,-11.906224411516632
1448629,2820,614,59.5112150346572
1529547,2288,577,0.44307147840572725
973050,3076,809,32.58948809465528
1523934,2795,580,59.35481313820401
1296910,1168,675,-27.407018280906414
1849846,912,420,-25.373965356577628
759706,1904,892,9.431568420868189
12344,2825,1465,17.554919707303725
806314,2939,874,-32.80781140083718
1214396,3098,710,13.666812485535502
456606,1242,1027,10.253030110052805
917740,1174,830,-8.848989509361218
1786662,1876,453,18.97358873177882
2086444,944,286,0.7721481087419306
2215710,2130,102,-47.523166882564055
1098415,2687,758,-11.282540776633141
985192,2602,804,-8.71957127956648
1946062,2317,369,32.40685519131421
22167,2750,1432,13.89355702930061
251031,313,1146,16.258490746592543
1969849,1135,355,-17.998336061767077
305111,2924,1110,-1.885116625073806
580304,1224,967,-13.736086302124932
2169015,1109,229,-1.9995974277217101
1040265,3144,782,29.350849182457296
1486775,2687,598,45.47509171889487
1486248,2160,598,-7.604257292045531
370197,2294,1073,-49.98542397285473
47510,2753,1372,13.938749456414826
690016,2283,920,-12.707237349062325
2456,2909,1519,17.433371201918817
1066109,2041,771,28.13639502530168
1311403,1001,669,-16.33629652747186
1716667,2229,488,4.375153209126893
142804,2890,1225,18.148992296360575
1445281,2027,615,16.784993849625607
399869,1953,1057,5.133126435231588
1045115,3084,780,37.643438920523295
1634320,1666,527,25.081428398817934
503449,2638,1004,-10.808518649730104
809174,3239,873,28.769410099399465
1498987,2245,592,3.3808789311892724
1871854,2005,409,7.393846602570193
776800,1316,885,-25.935655545514237
1962808,1181,359,-4.7812088031500934
165202,2751,1209,6.060502552136313
698954,1339,916,-22.561173831716133
1489160,322,596,-12.59945946854441
326414,3061,1097,-25.037360250585152
1171398,85,727,5.863227925079173
92086,2789,1295,13.005726281121497
330562,1706,1094,-9.99011126981759
1641318,2294,524,-11.282073206166388
1832725,1082,429,-13.79030036439417
1261433,2262,690,-1.9391890007650545
783861,3345,883,2.692448049347149
271014,1509,1132,-30.474893403024907
208003,1828,1175,-55.66184607425157
635962,2968,943,-24.442634551089668
431108,2746,1041,-9.571865146407617
1231574,1106,702,-23.385184096216562
296399,1576,1115,-35.38999123083204
736114,159,901,-4.2820355215326344
902283,1066,836,9.574841960885351
1591052,1038,547,-18.592343395997432
1135113,3122,743,26.34947372753504
349544,2145,1084,14.925429297672963
659463,3298,933,28.065118818442897
1984086,1304,347,-5.842651518711136
164497,950,1209,62.69920607652875
365705,1531,1075,-5.805384617602613
685500,2670,922,-20.817298541782748
1296398,3105,676,5.585185075973641
178592,2795,1198,14.055307370175797
1042484,2909,781,-6.899851923306869
1813835,1582,439,12.99583812163928
1000686,3104,798,43.29196958752982
2206106,2344,140,-43.245160566338654
416417,1423,1048,-7.340182412538979
150943,2516,1219,-17.115000243861232
604269,3029,957,-31.442233247227705
348267,2729,1085,-6.39483227531673
622902,1351,948,-19.338174005013116
1077112,3294,767,-38.342957735064374
885013,1833,843,14.998426552021556
1983717,935,347,-6.898429303915691
1682934,1685,504,13.136159894733282
877265,1839,846,16.260153579898997
419506,2610,1047,-17.01355517386901
734217,1650,902,-12.159586239263263
1283313,2251,681,-1.33868656825598
144551,728,1223,72.0706363420968
1831285,1573,430,11.247892075981326
585488,2010,965,19.097417748508633
1567472,796,558,-4.013887536714719
974089,1582,808,-0.8333336745872657
627395,1281,946,-9.747728405472117
1135284,3293,743,-52.946830732618764
918834,2268,830,-15.832618345660194
41721,2791,1384,6.655195796862245
1618248,2661,535,51.24366911925699
1230872,2802,703,18.595387646391373
281678,1891,1125,-23.901459712435553
415643,2552,1049,-9.13819742312262
1124728,2369,747,-11.423503378414807
98488,3056,1285,3.8590469305499937
1585693,2078,550,-3.317984995727784
688090,2810,921,-31.200987179197455
115108,2961,1258,26.16958046748323
923991,2331,828,2.978213248992688
2040115,835,314,23.83185441877322
1006941,1903,795,10.639602548219045
909886,115,833,8.57756689977532
1621234,1371,533,-24.099084758523986
1547261,1585,568,19.131582203934613
1822935,965,434,-14.513952846915345
519034,1739,996,1.1797538188488943
1251967,2386,694,-9.32576359914492
788212,2649,881,-5.0833891405300164
1995623,2386,341,12.08842022789122
1120170,2636,749,-17.78399976160017
2086582,1082,286,-6.096636550306357
35905,2861,1397,5.5360101033943465
1336556,1937,659,38.5098012929534
1328783,1384,662,-38.60522198538638
2004607,997,335,-7.985871484503605
256587,3087,1143,-22.68190653851798
1259538,2787,691,15.483768910975868
304398,1933,1110,-14.782451982171096
850160,3110,857,22.656697292902663
418899,2003,1047,19.289313150229646
1430627,2757,621,43.66587275731354
422429,1726,1045,-5.573425289773695
679715,1765,924,2.931702708521698
1379839,2298,641,-2.7550128283437516
598158,1382,959,0.6527301104074468
655381,1478,934,-20.021875999871554
1419430,1663,625,18.820817243929923
1852648,1803,419,18.09351001220648
1703027,937,494,-15.686238422227234
1842542,1274,424,-5.998959638321594
2191651,2055,183,-22.607642650984417
59760,2773,1349,10.942155321440623
2176270,2040,219,-0.995329194975966
950900,1247,817,-14.828656636060714
100291,3011,1282,23.183959589734513
524151,2702,994,-23.770299909689584
1314772,1933,668,38.96000581229464
1978803,1280,350,-1.2337097458284916
1466693,177,606,-2.8833115420907234
1169558,1544,728,-11.118092394563519
1185843,76,721,7.634450186289996
593392,3432,962,6.944305881409036
698431,3301,917,29.215619698975843
1732954,2203,480,-1.5875420732472776
46925,2668,1373,-0.1264356602296175
545083,2603,984,-0.44672679351651823
969189,1750,810,3.3744079684529424
1492525,2042,595,28.20178463541697
1981056,1778,349,9.383983774826447
905346,1565,835,-11.225685478071227
122986,2754,1246,12.623516125941023
1473606,2809,604,61.56643540972891
1794490,1818,449,19.183635515855258
1059993,3260,774,-17.196110522172603
693242,3045,919,-37.07865605665302
568915,2910,973,-21.99615261378267
2194585,2105,175,-18.165553212359555
633690,2994,944,-30.964467428040734
1291716,302,677,28.419098635748924
1564315,1897,560,13.503606463286815
1853602,848,418,-2.0743226215813593
1001890,1820,797,13.887537172304292
332416,1716,1093,-12.15219882025167
1315406,2567,668,-6.856403184604915
1370495,2531,645,-6.297424555486032
1182434,2367,723,0.7178387740259495
880975,2963,845,-28.36211603344327
1461744,247,608,-18.838368350875953
1513446,2440,585,-1.6471990730124162
825238,1325,866,-34.565565846775826
1558614,2569,563,42.77810680908806
695426,2762,918,-40.05433260556356
63734,2746,1342,20.60659002981174
71426,2756,1329,20.221186374390072
1231122,3052,703,37.94491567332443
406083,2495,1054,-11.99577923762672
1950969,1836,366,-6.857325292826772
2117659,1649,267,-13.08703987868148
608527,2804,955,-36.025055544207135
1811104,801,440,-10.69823249473302
779422,1425,884,-20.622757592091602
1041369,1794,781,11.757322236510845
209733,2586,1174,-11.622633002949442
1943213,1269,370,0.4718533958430271
1899999,1997,394,9.174168117519457
190768,467,1187,73.0963257678527
30975,2968,1409,-2.9521057373267467
1475858,2815,603,59.93606039253473
935597,1208,823,-14.377353625583964
1066798,2730,771,-15.99084081469664
1389216,1702,637,23.281106859807096
930954,1656,825,-4.577766449547198
2070688,1524,296,9.333901585779586
1486885,2797,598,62.00129399277466
107408,2716,1270,20.114153962471846
882395,1799,844,2.1973629948593043
614376,1896,952,8.16382811399626
1502861,2000,590,26.619233329277904
571029,2865,972,-25.861099160332287
1982984,1953,348,16.940346232322554
161937,1174,1211,29.84011652285062
41636,2706,1384,10.404597131935589
1604112,1342,541,-30.67128457817671
394013,1748,1060,-10.515387544098758
818837,2634,869,-3.868237142045018
361490,2911,1078,-9.219830236093912
1465962,2434,607,-5.574351039144858
676358,3330,926,22.386099928468866
2210885,2159,122,-36.21329528369097
949701,2592,818,-2.7065740012167225
1495363,2782,594,59.100648706757056
123733,2784,1245,16.105507150086396
241088,1582,1153,-59.123155268176106
2217681,2147,93,-50.34904138137381
555962,2841,979,-26.19379677596271
1052453,3066,777,44.99206251042233
2088818,1695,285,6.077380089524013
2207986,2227,133,-45.18091902600463
914944,3483,832,-74.20165246671468
1240107,2455,699,-9.306492784656712
868998,1323,849,-33.972621473632444
642003,2094,940,33.62159067226139
705241,2654,914,-20.232672427949183
1686912,1471,502,-2.4191740267119712
1825100,1191,433,-12.748554280422013
173241,3030,1203,10.41963892407648
1322611,2476,665,1.7628774347076615
58554,2687,1351,15.300482259264754
198242,2735,1182,14.71774640598369
1764617,1679,464,22.94581670035859
1351431,2510,653,-5.713833920949128
1409082,1369,629,-32.17832690894602
1360130,1706,649,24.452475658455114
454668,1233,1028,11.863255947600464
1558397,2352,563,-8.154328490334592
268344,1729,1134,-32.077709549309475
2021637,920,325,-6.256590118769054
1851104,2170,420,7.34648953733722
1869893,1936,410,-1.3359417374276745
885694,2514,843,-2.26984799953334
2139361,1934,253,14.244237127345514
2137486,1435,254,10.935362377579622
128439,3074,1239,3.7239599868025834
1530871,1575,576,22.672847083077613
129680,2726,1237,17.753851186364955
426512,1988,1043,19.81758999074509
2183675,2180,204,-16.323728411470256
1075493,1675,767,2.928458885391592
1257447,3090,692,11.765018927087112
1011171,1176,793,-14.390162138211053
1319670,1964,666,30.907524506213576
1001652,1582,797,-3.133976353241451
1652937,1180,518,-25.455659215238484
243297,2745,1152,12.836646163616933
1051666,2279,777,-20.420901090553343
976043,95,807,13.625929809408717
671376,3201,928,14.73217698969529
2161090,1617,237,-16.71246539697313
1359306,226,649,16.668322878445906
1864610,2340,413,39.048606015355745
1812180,1877,440,19.505481584845256
183173,2850,1194,8.14343768269373
321110,3037,1100,-20.983197458059294
1071338,2392,769,2.022222746179068
2057763,1804,304,13.963573631614054
467806,2781,1022,-9.376595413568339
580022,3290,968,18.552069379488785
937757,3368,823,-40.63159860413907
1736401,1598,478,17.76326918291261
795725,2560,878,1.685248340907492
2067991,2116,298,19.442799745116645
361840,1396,1077,-12.10888218587479
563471,1775,975,0.2708862067706832
1851011,2077,420,7.930314489150078
1130132,2955,745,36.64931229879858
692867,2670,919,-23.584480801281643
1638809,1906,525,17.626530271838874
313182,1441,1104,-27.53671375524891
774547,1578,886,-22.872878551856047
867789,2695,850,-19.32338459429684
1404247,1571,631,9.446259593556533
1191379,1693,719,5.390296461977869
766554,1152,889,-6.750485220081828
1956866,2366,363,16.437111282098158
1768658,1730,462,19.140083578799477
1218094,1998,708,31.428295457387776
2142377,2063,251,-4.11516514143932
505510,2658,1003,-18.815254112174443
1410089,2376,629,8.064362962400992
873005,2747,848,-17.387148387289017
2192908,2217,180,-27.053489314617764
2049105,1465,309,12.348921096822778
1510092,1103,586,-28.606822053277483
839512,2744,861,-24.247709388544536
1498174,1432,592,-11.40516229015202
1272908,1595,685,3.6616853794521376
938721,1788,822,7.291693580396441
1035962,1297,783,-19.531424606206656
1622026,2163,533,-7.183454058977077
1215399,1702,709,10.074691007442652
480303,1538,1015,-1.9250955537881964
269597,1540,1133,-35.60972227428101
519268,1973,996,19.631053652586615
1768932,2004,462,11.70156185032829
547739,3312,983,19.412485795681278
1157911,1910,733,31.18710793514856
1683776,2527,504,46.704629212230884
2215301,2174,104,-48.37655200199242
1140810,1608,740,-2.8562094565772895
284358,1594,1123,-37.38962559955871
1719388,852,486,-20.5139773236956
1602504,1855,542,40.43050316862673
564460,2764,975,-35.68611340010466
827334,3421,866,-33.155026131980776
147546,893,1221,58.50996675328042
1945457,1712,369,0.8599270755603357
7161,2837,1488,23.27950798465099
635540,2546,943,11.232925361555772
748831,1145,896,-1.766201310667384
1299002,15,674,5.537178698375101
790619,2525,880,6.165529830922878
839835,3067,861,-19.97511242346991
868451,3357,850,-18.311039362344673
636387,1093,942,20.588114253021104
60327,2776,1348,10.328507023536986
1742653,1788,475,11.056802806397627
496986,2252,1007,-10.493726041547234
373525,1891,1071,6.286164771490803
2041704,2424,314,-4.404519077217628
170374,2580,1205,0.7551650013388098
998328,3238,799,4.6113001467415415
1365462,2270,647,-8.661149614078113
1920853,697,382,25.029292625024027
1222278,1392,706,-22.545578018635297
1838355,932,426,-28.093901421062583
50893,2564,1365,-0.5758739294597035
2088518,1395,285,-5.709797041400634
736220,1139,901,0.8232562064345075
2075618,1533,293,5.46950464863221
212013,480,1172,43.52877071267176
159679,2789,1213,16.219007605499883
1043471,1440,780,-30.615097567017074
2114744,1913,269,24.242600173209667
152594,2743,1218,11.794102988819759
1313680,272,668,28.575039552727958
1389193,1679,637,22.251219568985107
1325192,2630,664,1.8263777209531327
1110859,2993,753,36.20234241502976
1578924,1670,553,33.890732149973246
201857,1544,1179,-48.091644247117074
1543135,1567,570,17.257090049410635
524870,1340,993,-2.977268962843027
770526,2593,888,-2.3528443338041143
457788,2424,1027,-3.8233234460008134
1004429,1873,796,19.01326005668716
1388395,263,637,14.203142743170247
974186,1679,808,2.0226981481241637
1480277,2774,601,56.33784986210139
1906935,1504,390,-5.058586843850662
205958,375,1176,53.243059701529546
651230,2023,936,19.133606927301116
1979526,2003,350,3.783585964577469
2186156,2266,198,-33.62676182090809
2125429,1516,262,6.545310504497138
902590,1373,836,-16.827536126832
855047,2849,855,-20.959718898428946
436962,2821,1038,-16.843926084374743
377754,2384,1069,-18.685508239143473
626603,2772,947,-26.220372765349566
2184245,2347,203,-44.48848453522032
1811884,1581,440,11.86692411595186
2033444,887,318,5.399069660416899
297272,2743,1115,-2.529885052399095
1424910,2115,623,21.481254522298514
19407,2972,1441,-6.438968132149057
2147224,1109,247,4.055195186173933
1035136,2928,784,-9.547868260436644
1372253,1894,644,30.7697050939737
2128989,2017,260,-9.015322912091506
1730963,2241,481,4.766764270262229
303651,2995,1111,-7.198989719352539
2015488,1586,329,-3.4552348890847497
689973,2240,920,3.210776105412151
1093048,2187,760,20.549605813308517
177071,1769,1199,-74.6105712591584
57151,2941,1354,8.045509893045164
1319775,2069,666,15.888929608579474
1278505,2321,683,-1.946603922592658
231968,1470,1159,-33.230681097867546
1556569,2617,564,41.80672919952849
2197807,2220,166,-33.749337972449666
447855,2142,1032,28.016535669970835
1164287,1082,730,-13.674123331850751
2176267,2037,219,-2.7100498421564225
1776164,1278,458,-15.236353993246212
715333,2781,910,-37.08614087348997
841118,1781,860,1.2977876102540904
1823222,1252,434,-7.310645737818049
1038730,1609,782,-5.524074570681023
952473,2820,817,-14.693226171757033
2211738,2239,119,-45.12918700130831
2180108,2196,212,-12.623106959948473
2020747,1732,326,8.825289220776085
1932411,1321,376,-4.614601865789609
509522,2569,1001,7.014580472228317
1069079,2571,770,-3.3450231961423924
568089,2084,973,29.116574222020063
94520,2775,1291,17.424256619459356
1478661,1158,601,-33.70337750065164
2003513,1626,336,-0.3868220380300045
2210269,2330,125,-48.55863257774672
846667,2190,858,12.329578811221381
916898,2883,831,-15.296751987461903
1308721,3199,671,-40.853882990509646
2227551,2276,14,-71.29288670018923
2217048,2150,96,-48.93343825738111
2142894,1025,250,7.895139745400684
1115916,3213,751,-0.5172343911362987
1665793,1357,512,-18.543567507915213
1692647,938,499,-16.4031423623519
330425,1569,1094,-24.84285665209336
2185960,2070,198,-17.782816027159242
1471039,2499,605,-1.3452800387412935
1490004,1632,596,26.130628455198348
1773790,890,459,-14.887609691477337
2074451,2004,294,2.2411657606521658
688028,2748,921,-35.37022668011696
1135411,1015,742,1.1460568840898304
1537500,2084,573,-6.812972955727673
2064179,1603,300,-7.143143472379506
452298,2725,1030,-15.179322627362126
423099,2396,1045,-6.700348693962496
539507,1262,986,-4.306934918661227
641612,1703,940,-2.435098366071543
317559,2821,1102,-10.633258103473963
138701,2766,1228,6.81605290940297
933904,2061,824,31.223502577572617
1256914,2557,692,-3.814478958053769
2126335,866,261,13.045774724368584
842387,3050,860,-26.22718812543235
1093241,2380,760,-1.6159304319558032
1731678,927,480,-15.950588805807456
1495995,1329,593,-29.309036608354745
1655495,1621,517,19.762395112492868
807481,1546,873,-26.78925192017141
921480,2365,829,9.614313405542362
2090452,1708,284,17.26112253096835
703731,1144,914,-1.224469559092995
2066264,2037,299,-0.009908437380545365
433290,3002,1040,-23.95287538226421
1078009,1755,766,10.171078199303338
1747400,2506,473,44.451498100663684
2143659,1918,250,11.9357092899304
988117,3020,803,11.886321350221806
1318416,3143,667,-17.832598298384255
638434,3266,942,23.13013382632562
9946,2860,1475,21.608865597908334
1581317,1958,552,19.086145711710287
1836182,683,427,18.663489387897243
1333056,23,660,15.00778682547616
773236,2784,887,-28.235428561155004
1374753,2000,643,21.06535828127153
1811304,1001,440,-6.927091095981723
818248,2045,869,22.139276838780916
1301037,2848,674,45.76439501730874
1731633,882,480,-18.985814110874344
1523160,2021,580,23.392795619086428
299367,1492,1113,-28.670761520589167
742218,2102,899,21.813148369881674
475894,3056,1018,-26.36189360854405
1043780,1749,780,4.462158837710831
607717,1994,955,21.015789388145095
90887,2812,1297,6.187076157363208
802346,1529,875,-27.03029158356094
1220869,2377,707,-2.756636031936978
205910,272,1176,24.199616150074235
214908,372,1170,42.70525940887137
269196,2943,1134,7.327432555571249
282258,2801,1125,1.967175105401111
530625,2911,991,-20.286041771391865
1433955,983,619,-21.418153113678272
555053,1932,979,9.548798727063058
1855154,2400,418,13.818938114839966
863796,1284,851,-14.40532395773289
1667153,610,511,69.07804570885355
722048,2007,907,8.116936444534986
1324385,1823,664,17.732423531754648
1732571,1820,480,17.551058887002455
612464,2241,953,-4.302133477005555
2120938,1757,265,14.947486299181037
250030,1779,1147,-35.53893176094152
1237882,2624,700,-6.199612459558466
1136918,2522,742,0.7768826151918802
1292605,1761,677,16.48882343689411
154795,1038,1216,51.76623169835648
1927311,1676,379,5.644712249968961
1102920,2329,756,-4.775658805919647
997134,2044,799,30.217188251320295
1039411,2290,782,-16.1390485276861
308705,1625,1107,-30.755418362552064
1008484,3446,795,-109.46963995229908
810008,1511,872,-29.423299145982583
1388100,3105,638,-14.420386594947558
1357172,1128,650,-28.686178672986898
1864039,1769,413,14.451527368216375
1976701,935,351,-5.9548592282108075
127427,2822,1240,12.726907361314261
188355,1452,1189,-20.718147985972337
2168724,2253,230,-20.05059973597008
45396,2627,1376,-5.89509282376639
813205,2140,871,37.94258402316973
376710,1340,1069,-15.934550836201197
5660,2812,1496,25.100963017311187
820339,1566,868,-24.525046869678135
653776,2227,935,2.4719225360286146
460267,2973,1026,-14.27217960605094
110773,2981,1265,27.134139822424913
1369134,1170,645,-38.15061456809144
256653,172,1142,-4.071987813329542
190680,3076,1188,3.0821781295135224
1810758,2406,441,24.431895190338764
1910655,1525,388,-2.4281628522126084
899919,1271,837,-18.124898287086125
741042,3445,900,-25.934366722797222
617848,3247,951,10.413576751894198
279801,1497,1126,-28.940322168934017
387521,2780,1064,-9.190523700356607
94495,2750,1291,25.179274746336432
895895,2392,839,13.176317297729383
782787,2271,883,-16.788259211964487
1334319,2102,660,9.465512076849336
645939,1391,938,-8.546720546544748
2191264,2036,184,-19.74763196214235
1662423,2206,514,0.3165700524559725
1703524,1434,494,-13.736483786470671
1274332,3019,685,28.453684007854918
685813,2983,922,-31.2387644243272
1165537,2332,730,-11.047992770100791
1410067,2354,629,0.1775497545422695
1552827,964,565,-28.65264606341725
1691708,2085,500,1.2594409039734273
1105303,2285,755,-21.025179413125443
732550,2494,903,7.741911795849774
897657,1580,838,-5.676031729562055
979773,2213,806,-10.578213407198746
1788075,1315,452,-13.181669383864119
992603,2503,801,0.3291896170239852
2048327,2356,310,-1.0207687079710013
757041,1770,893,-0.578756555023574
1398225,3123,634,-23.06051925860129
233927,1909,1158,-50.58719256177483
1110739,2873,753,1.088550345400563
1226904,1230,704,-33.737774729400826
490178,1462,1010,-2.744097869771849
650861,1654,936,-14.462611755701346
743042,2926,899,-31.7997799959071
1638186,1283,525,-35.72341812594732
2101652,1613,277,-13.265856214743053
1040756,1181,781,-19.903302947343946
2041894,939,313,-6.20194335958513
1394438,1864,635,32.50895262774384
1002002,1932,797,21.847398749830973
773877,3425,887,-21.36708721661489
1407057,1862,630,33.73447970297775
1018524,1107,790,-7.8476261564742344
1046838,2355,779,12.374975483388425
365216,2907,1076,-8.553710158018475
866317,1223,850,-8.583331077006278
175742,754,1200,53.528949115009254
154670,913,1216,60.86976644408924
2117250,1240,267,22.137593854765782
215063,1437,1170,-15.648291697632885
1924409,2424,381,13.642016424434587
2038120,2197,316,20.072082867367044
878708,3282,846,5.0866940307823825
213274,203,1171,7.262028695664412
2113144,1905,270,22.6283542582878
1720933,2397,486,25.57874529520086
