,X,Y,alt
600458,1452,958,-7.112279546215177
803280,2463,875,9.707083457726185
1746898,2004,473,13.481879248825862
387554,2813,1064,-10.080549127188533
1026929,2105,787,26.948634570604554
1000725,3143,798,33.183548804072416
1771654,743,460,3.741510527995615
1616822,1235,535,-32.48250837481237
1723315,698,484,29.300716159571493
263716,1393,1137,-10.696475184028259
1521146,2048,581,22.24352529865564
2143734,1993,250,-8.15953794772895
432204,1916,1040,11.632989762958914
1886660,1742,401,9.935526245824349
701999,1899,915,7.248391681704106
1989394,1375,344,-22.235412424882725
590025,2131,963,35.79734842694779
1579492,2238,553,-1.5396420694041808
1822335,2305,435,39.74644309656469
525007,1477,993,-8.383689850862538
175298,2806,1201,16.85784324808901
1889241,2448,400,20.802217063676835
137241,2539,1229,-5.578098811447944
237034,1989,1156,-38.179742683761106
1825801,1892,433,21.009696698421067
1795278,639,448,33.426080248448216
608951,3368,955,25.201276000806956
693100,2903,919,-28.52431729922364
350345,2946,1084,-13.31231119074755
592590,2481,962,21.979931750222022
2000414,1980,338,11.065144994828188
2206807,2178,137,-29.877490721010417
1631355,828,528,-16.34803807350181
1985485,955,346,-9.149351870210467
26583,2858,1420,10.751709632987058
1675291,2438,508,34.80632122309407
564313,2617,975,-1.0853966508402664
83468,2701,1309,26.853354878391656
211561,2927,1173,13.41008537974767
329575,2562,1095,-19.758749033072945
1150519,1718,736,7.407194572080698
1642058,915,523,-24.596631737957978
955316,3118,816,34.794187790515025
1684120,775,503,9.439411877960083
1595101,831,545,-14.46762240552107
1587671,1919,549,14.879636968850718
1955576,1076,363,-12.081317539093106
1354329,3035,652,15.716163319672887
1562976,2689,561,56.97468458159892
2022995,2278,325,14.350109655590586
2116457,2035,268,-4.868536364888769
1498415,1673,592,28.63335725093475
1558608,2563,563,42.37768305892405
1558132,2087,563,-6.785047152341576
1916484,1827,385,1.8426132965914803
1993458,1958,342,15.845222442758313
1825852,1943,433,6.127884702647862
1400370,2740,633,39.17114896957037
1395315,2741,635,37.736388928379256
1448448,2639,614,37.11116225744854
748012,2852,897,-26.038532170525286
346219,2540,1086,-12.911087567611958
1812991,738,439,6.594190664726739
1923705,1720,381,3.103482279157106
979423,1863,806,17.361184172339108
1634523,1869,527,29.478928200262544
879227,1215,845,-7.33062918956557
967251,2349,811,3.9899577496962593
1676043,1089,507,-19.37017233930146
29728,2921,1412,-0.10414401541947882
632370,1674,944,-14.207626612912463
171800,2774,1204,14.734359145367762
565201,1352,974,0.740596917606581
1977328,1562,351,1.8571992582155872
1860332,1863,415,20.5653539515979
329226,2213,1095,-9.956679881343916
842948,1041,859,15.807059728167133
1642050,907,523,-29.396451185512888
1481323,1604,600,14.268221230178824
43248,2897,1381,9.364983441254026
1417065,1807,626,21.14248054560221
227405,1508,1162,-34.6139496406895
266210,2834,1136,13.703986856715801
899929,1281,837,-16.01667923161449
586936,1253,964,-7.591867008017289
2146572,2007,248,-8.194367096291899
1748358,1452,472,-10.265448056833975
648618,1744,937,1.6547378683235365
1281149,2531,682,1.7585796884986848
995577,2981,800,-12.783685051828797
2148261,2300,247,-25.68040886985318
705027,2440,914,19.884934501313182
1731522,771,480,0.2568765919750149
1221743,3251,707,-47.35737090324983
1371110,3146,645,-29.96821903648288
1946617,1074,368,-11.503856001225358
1308258,2736,671,14.872710768446268
2150881,2151,245,8.380966737143353
1804079,1594,444,15.468300515202372
327856,2682,1096,-5.6796866010990925
1236962,1704,700,12.063693352799419
1980911,1633,349,7.206653109441504
1975110,1103,352,-18.988810087472757
608466,2743,955,-37.71853988554949
616766,2028,951,23.03862122430928
502235,1424,1004,1.4871069372193233
1011509,1514,793,-10.742456160148777
778986,3502,885,-56.13459003514163
1007894,2856,795,-14.266448881084216
1625698,1564,531,12.374614592895341
528196,2579,992,5.018866616415835
1872423,684,408,20.10038509934202
216160,3028,1170,8.79637157545585
811771,3274,872,23.00297179168001
1792077,1373,450,-7.662458772407717
40977,2983,1386,9.706422108164588
1221905,1019,706,-9.943113743525828
691257,166,919,-20.755663121783982
909542,3197,834,24.765708022393937
1609490,2457,539,25.997534053654817
1147206,3203,738,-6.202995848980208
533274,1354,989,0.31370690518633637
737046,1965,901,4.179360166675906
464425,1336,1023,-4.387862738127751
2214164,2201,109,-52.861388474372234
299554,1679,1113,-36.889951986964206
2211614,2115,119,-31.46310663681743
386925,2184,1064,3.4546662860539072
2014489,2296,330,13.803313530350351
639137,1540,941,-4.377214619888036
163183,1037,1210,48.90803940528258
1881287,2007,404,6.693200799726583
1304938,1858,672,6.1588609957170775
1547346,1670,568,30.953871465593693
1606928,2025,540,8.227704496737715
444522,2667,1034,-21.202820415998758
2181930,2137,208,-10.139064122466152
1047525,3042,779,43.022604732941545
711103,155,911,-7.111774756519935
572523,2183,971,25.39093888762318
1030071,2784,786,-10.237165692351937
388789,2169,1063,11.26561107822181
342247,2285,1088,-46.610990030680114
1326968,1985,663,27.3391929004365
542750,2389,985,3.6542387809927277
382454,1466,1066,-7.313791487036269
1318133,2860,667,51.92633937500477
512236,135,999,-31.14153929028089
630129,1726,945,0.6638423543049612
947278,2712,819,-15.038733313655484
6988,2857,1489,20.42615868324947
661073,2438,932,22.707715610975356
1134699,2708,743,-12.872389643299357
859053,1700,853,-7.6550111489641495
2187450,2387,195,-46.89221867341803
913924,2463,832,7.817398489543393
777995,2511,885,9.14006469045762
1039885,2764,782,-15.585792943559682
1618094,2507,535,38.02313588764582
254209,1709,1144,-55.47338282035025
1299132,943,674,-2.948062934916379
351244,1984,1083,2.2529667214294022
1746322,1428,473,-14.3692333922736
556240,3288,979,11.873919582415056
151453,3026,1219,16.51496885071856
1670731,2083,510,-1.0780342856151037
491609,2893,1010,-17.384888090553886
1597460,1062,544,-23.662124020399915
573676,1156,970,10.956392006431997
2154626,1640,242,-10.921590809781264
1589366,1482,548,-9.833025492943307
36849,2927,1395,0.7840244218928092
1966175,1000,357,-15.382443150014296
1753597,665,469,42.282250499918064
1469684,1144,605,-31.665452512749198
2058111,2152,304,24.74638643422213
1926718,1083,379,-9.777580721847698
119321,2645,1251,11.316237748204912
2050444,1135,308,-11.467151363810899
1826330,2421,433,26.024868679193787
160329,950,1212,63.02544263098525
675032,1949,926,16.016747613683947
2110586,940,271,0.049717784108906926
1272158,3280,686,-79.7413046605875
2180786,2390,211,-50.33656791885278
2181240,2370,210,-45.39430293751229
652059,2852,936,-34.64918005587015
334772,2227,1092,-21.164576806042533
1646043,650,521,66.53093028829426
1803350,865,444,-12.83783800548781
1397910,2808,634,53.999430000938446
615309,2829,952,-40.116200629816376
1650628,991,519,-16.550985139394925
10523,2736,1472,10.188636667317951
1792179,1475,450,-5.404125173573448
1298227,2485,675,3.6684439919313263
574993,2473,970,18.941396960290604
399952,2036,1057,23.765890189542915
1326531,1548,663,2.2477732274046502
1626879,613,530,60.17919229533163
1657889,1898,516,19.410215030961353
975492,2985,808,-16.183585629860318
1597685,1287,544,-34.470349795281436
938357,1424,822,-21.302512475519507
491745,3029,1010,-21.942970825014072
1068575,2067,770,32.003755837436984
991759,1659,801,-0.7695256426377455
137239,2537,1229,-5.873168946543046
312847,2922,1105,-3.879455408170543
899792,1144,837,-4.460692919094981
1699926,1978,496,19.121580361816996
1273831,2518,685,3.443417294332903
2072320,1513,295,11.954350173197327
1821054,1024,435,-5.711232158163966
801568,3303,876,9.603153912841208
1122473,2525,748,1.8291691460449329
2176762,1465,218,4.417648915712107
1497964,1222,592,-39.559754782997516
1720888,2352,486,7.546871755848315
634764,1770,943,6.966247535150615
228228,2795,1162,3.418766538991349
1277431,1247,683,-29.269471685222925
1683807,2558,504,46.119126992592555
1780060,1207,456,-14.159087757518137
983850,1260,804,-10.340021790445007
299014,2957,1114,1.6452910076204716
1869423,1466,410,-3.6719795733752107
1939392,1058,372,-8.264729349687514
635216,2222,943,3.727955002314957
1002324,2254,797,-11.923539917835114
2033319,2446,319,-7.944971813673874
751281,1067,895,17.365771408193723
1588048,2296,549,-10.051662027099155
126606,2739,1241,13.290799352516387
1004182,1626,796,1.8638549180068367
1406488,1293,630,-35.829835424120574
3084,2811,1513,21.47404424273418
847486,3009,858,-34.57592563876551
905887,2106,835,37.249141232209695
358063,1349,1079,-10.744625914638164
820018,1245,868,-12.382159580800362
489415,2695,1011,-24.203710518086154
2112655,1416,270,10.945769642691175
485861,3381,1013,13.483715919695442
1395561,2987,635,27.370359124384777
908236,1891,834,16.58848467580674
411296,2008,1051,18.690147268163855
641494,1585,940,-10.003370112387984
1092009,1148,760,-17.37749998820891
960204,2923,814,-12.55600596615841
1851310,2376,420,20.94792938029741
392245,1863,1061,0.6903935864047526
189130,2790,1189,14.790824320458796
2211809,2310,119,-50.35383810244002
804336,117,874,-4.7556450854485774
1038803,1682,782,3.0354540615380756
1275457,1709,684,14.920633393426215
1321142,1007,665,-17.941414109141988
74113,3038,1325,13.732904708197566
214925,389,1170,41.2010053281856
226842,2965,1163,19.138957003484848
1704544,2454,494,41.84323782048068
1420295,2528,625,3.1990396194937603
1260363,1192,690,-42.35027443351828
566678,2829,974,-29.311334062322658
1214565,3267,710,-50.131526362553814
1377518,2370,642,2.523483612109885
1213628,2330,710,-11.658916630620752
708143,3067,913,-37.15522762533328
715332,2780,910,-37.33011524605172
858899,1546,853,-22.93199355847355
446989,1276,1032,2.826269120938832
979488,1928,806,20.74107922301846
92210,2913,1295,25.03594353421704
1841941,673,424,21.740028417208123
1506960,2021,588,26.057205145201806
2201651,2142,154,-25.631247100409382
1458489,2527,610,4.564701129585046
1367663,2090,646,8.033854254746984
769949,2016,888,8.561928822171922
2209269,2135,128,-29.77046640724984
1092726,1865,760,18.984346073633787
2003769,1882,336,12.405208076632789
1217524,1428,708,-10.718369910257024
231643,168,1159,-2.9785655512564517
2135586,1015,255,6.4804143042874784
2186636,2354,197,-42.45124849085778
2068699,1178,297,4.545300784491701
1733574,796,479,-8.97510159479134
1340821,1417,657,-33.55678243818602
645435,3329,939,32.040084860397656
2220552,2303,79,-56.51343475945896
672509,1849,927,17.536108087992943
846678,2201,858,2.6527853750603754
97032,2830,1287,7.508288591621749
1066266,2198,771,13.657689323112209
1169233,1219,728,-27.632782247366322
1688973,1439,501,-5.493744395679187
574185,1665,970,-12.588192132633594
796409,3244,878,28.41303557267247
1961363,1514,360,-3.8683536049056784
1212230,49,710,13.189176243668499
2068896,1375,297,-12.690526277168374
1742845,1980,475,12.68429090612699
851075,1451,856,-31.343002868373333
104396,2796,1275,16.50024756892344
1720402,1866,486,14.381269014167174
1969394,2448,356,14.113282752919076
619681,2679,950,-11.932655333534058
568777,2772,973,-38.17450053059338
828909,2426,865,16.200919553833046
844288,2381,859,12.02845552781855
1249331,2131,695,21.452900943613713
874387,1546,847,-19.608536194243243
923816,2156,828,33.09559785471265
1058971,2238,774,-21.043665445611623
952421,2768,817,-15.792073529935351
1878093,696,405,17.1978115492725
2209891,2218,126,-42.96659691867626
1964315,913,358,-5.638622396124902
813143,2078,871,32.056019910697614
77645,2944,1319,23.71746681500008
1767921,993,462,-11.213418256674686
1450299,1942,613,30.75944945161791
1932824,1734,376,2.5916082743988227
504527,1675,1003,-10.524797402941658
94944,2585,1290,20.052570336305052
1500379,1571,591,16.2533734489748
798271,2558,877,2.3267749889905645
1372411,2052,644,7.5813700349604005
1775292,2392,459,31.630856205221335
1166127,2922,730,33.09331718613157
265727,1981,1136,-24.819250241959253
1640655,1631,524,24.435681641163228
583848,2572,966,9.942401812801108
1824967,1058,433,-4.55097025690884
2138606,1078,253,5.653837825816481
1182508,2441,723,0.10272501709278004
1124168,1809,747,18.015748863386307
1506536,1597,588,15.66698148137175
1430922,3052,621,-1.914268685857678
670731,2490,928,17.885999087333857
1364468,1276,647,-35.5911830593509
1797708,1105,447,-16.491045076475984
1605422,2652,541,52.49007794042063
1364510,1318,647,-33.21351658457479
1487839,1598,597,14.02952547068071
688360,3108,921,-25.07393878211178
932584,3286,825,-0.6025172584772918
1801657,1131,445,-15.298010998924838
1799098,2495,447,35.69467556128711
2090457,1713,284,17.809695647826175
1422986,2709,624,36.12940768556928
711045,3479,912,-32.77180593372941
831,2894,1537,19.534626715177183
1908242,961,389,-16.087177311561845
207129,2947,1176,19.905775732783695
2166179,1073,232,10.31776737625023
301445,2043,1112,5.0032435360781164
1703518,1428,494,-15.325203853226867
418949,2053,1047,27.387439037202512
1001317,1247,797,-12.828931535819265
2223395,2276,61,-51.23819552373334
1885822,904,401,-6.3135537687799115
136415,2882,1230,13.240261022089726
2223862,2203,57,-60.068279422531305
330451,1595,1094,-24.474452386560642
1879328,1931,405,-3.201953906816925
1748787,1881,472,18.674184814826276
203154,514,1178,40.8597735409121
1207469,973,712,1.5291124357254375
1379333,1792,641,22.203033544265054
700966,3352,916,10.261499025600187
1547233,1557,568,15.412557886509603
1443706,3012,616,10.27740746540303
718737,1195,908,-8.311476277817746
1518225,1165,582,-34.810127702449336
730427,2879,904,-22.62775790562091
595243,2914,961,-19.57606454578263
935258,3415,824,-59.466068338233526
1398769,1139,633,-32.56072840382831
1804826,2341,444,39.31157826550452
1652139,2502,519,40.74438737863784
1920349,2023,383,6.8001777400781975
1406893,1698,630,23.950065315414122
709701,2135,912,32.08319673264123
1273294,1981,685,28.005718961327602
334690,2145,1092,17.743288618210954
669556,1315,928,-5.846382591126712
1757288,2350,468,23.97596658952716
1123886,1527,747,-12.7534285515585
94087,2956,1292,30.60610007945843
1850361,1427,420,-6.418361968116187
1206693,2597,713,-3.150012928610522
2146139,1429,248,8.935079750961904
1396289,1187,634,-41.40753834478528
667680,1853,929,18.45176859515732
1046573,2090,779,31.673652823220436
2025920,1808,323,13.182443035691449
1978739,1216,350,0.18383021154522794
1302870,2236,673,3.4049386838919418
127191,2586,1240,4.53308471039918
1383970,1498,639,-3.8656405349847773
12457,2938,1465,5.085496291067102
1961596,1747,360,1.0901921841718831
1481634,1915,600,31.703562523416622
467342,2317,1022,-31.310883560937327
821648,2875,868,-23.33629826870174
169060,2563,1206,-11.208848243516059
100983,3087,1281,-17.03699105708165
1236892,1634,700,3.265165991311278
916930,2915,831,-21.150398727739685
1336601,1982,659,26.96669928046731
887209,1444,842,-36.5192479301345
1155253,1650,734,0.8764074333657845
2000792,2358,338,9.91976412287704
1539015,1551,572,16.01241191912004
1458301,2339,610,-0.8640735563217277
736709,1628,901,-18.63280831649854
1248918,1718,695,13.668148810019375
827419,3506,866,-64.44852374672746
306249,2523,1109,-21.331181979954636
1818180,2035,437,10.222582034337393
452484,2911,1030,-13.335181426161398
36215,2733,1396,15.076102960174921
828117,1634,865,-6.14320959695533
2043451,822,312,27.45607360600934
2210734,2268,123,-43.404403906020434
1484960,406,598,26.19390880412675
1422993,2716,624,37.61659470796576
470997,2080,1020,21.833534678960405
1543704,2136,570,-16.80919007467537
1994897,1660,341,-4.155888756421518
593039,2930,962,-15.942341851807669
2160485,984,237,5.395279573019252
98874,2826,1284,8.070201929071118
2187733,2282,194,-36.005051844161244
2151842,1568,244,-1.6039198881317134
38882,2721,1390,15.519179038368293
1580047,494,552,19.707793184098136
669098,3342,929,24.05746355137626
970632,3193,810,28.389158038837195
1406934,1739,630,19.16317756052831
1614862,1414,536,-11.053708546179223
7768,2848,1485,19.926384401347605
1989422,1403,344,-18.916655941584395
1415474,2728,627,39.410991468257635
67582,2483,1335,-6.224821744138353
1095567,2273,759,-23.43191943460988
1769720,800,461,-10.308857121548499
190590,2986,1188,20.50257755976145
1594741,2598,546,48.25009023401617
1160940,2539,732,-4.648178911383184
1262963,1369,689,-33.47131363203425
1762103,1162,465,-12.873992475929754
2158926,2202,239,-5.187903335737701
1511498,2509,586,7.387082882543837
551667,2813,981,-34.261473001301056
651616,2409,936,23.518177611075316
597544,2992,960,-25.82140478929614
1101736,1145,756,-16.9551620277075
1976408,2401,352,12.163978945351573
374687,3053,1071,-24.53627651897068
1721363,785,485,-4.20695810487814
1053733,1896,776,11.196816089249296
291263,2809,1119,0.1442610579151733
1408033,2838,630,53.202346566353754
127525,2920,1240,29.0523801790996
952023,2370,817,8.25010800270502
1732222,1471,480,-9.421158888684658
67085,2577,1336,10.834713591679247
412902,1713,1050,-6.205364014469524
1153038,1835,735,19.986555997395044
2084967,1092,287,-6.782497668642918
12073,2809,1466,21.951223330321227
1587473,1721,549,37.927423292505864
1922725,740,381,17.61709483675395
566146,2297,974,-15.754706424980668
670155,1914,928,6.6908153297249555
1445496,2242,615,-0.7360882285556727
2050318,1009,308,-0.4602736985643787
1680071,921,505,-16.201580549750815
935407,129,823,-0.31463700796030025
5798,2775,1495,21.658337665767704
1996583,1611,340,5.218916649764196
283970,3023,1124,-11.955612536909484
232950,2906,1159,10.669202037861396
733261,3205,903,28.879713819621884
1811139,836,440,-12.230351459850226
667908,2081,929,32.962671525822316
281462,1675,1125,-46.013832702470154
1221207,2715,707,-12.498159716943974
701362,1262,915,-7.099177025699191
1574290,1256,555,-32.31669832362877
1883835,794,402,11.609244190282425
438593,2524,1037,-5.8292918813067445
517778,2559,997,8.512376540738842
457955,2591,1027,-15.0207273407309
1698003,2132,497,-0.015478633076781989
576133,1430,969,-1.1094735088408925
829204,2721,865,-24.375900377704966
1660984,767,514,11.745340197907353
756548,1277,893,-8.951354284256922
1667243,700,511,64.34225770252169
655029,1126,934,6.654654424030468
333786,3086,1093,-20.1250178885457
2083495,1247,288,16.04060961180403
2191657,2061,183,-23.765390351531096
797757,2044,877,16.771485046055204
1238397,3139,700,2.68143598933284
216537,491,1169,40.05182861404501
1042899,3324,781,-39.975888112507164
1210388,1491,711,-9.218313722525636
1091459,3032,761,47.427177116343046
483539,2788,1014,-14.770912517348734
2150904,2174,245,4.923311428984562
143242,830,1224,57.786483165975824
248570,1760,1148,-39.07627155876162
317474,2736,1102,-6.982905641832986
2092872,893,282,-4.719260270378072
483097,2346,1014,-39.91707983786364
904562,3345,836,-17.460470470123255
550469,1615,981,-10.864982056872122
1791569,865,450,-13.621427110319928
155313,2620,1216,5.487935734719031
356880,2030,1080,20.54330750410645
207710,1535,1175,-44.11631611235907
1124139,1780,747,12.487878445392198
2051174,1865,308,15.31695274097001
2075633,1548,293,2.7246019352196527
1531536,2240,576,0.7186002825960713
826510,2597,866,-5.909490642928631
343463,1644,1087,-16.815587450905696
585518,2040,965,23.458577813785723
237673,3071,1156,-1.523018293738005
1595454,1184,545,-33.52209020707551
1984028,1246,347,2.4707749899248483
531833,2018,990,18.36560472650399
82459,2906,1311,19.270323176632246
419090,2194,1047,3.7764855164614346
2046007,1706,311,3.1848922262761334
2060366,1095,302,-10.7513825012702
83038,2878,1310,15.084693234160113
251202,1522,1146,-36.427278838237726
1937795,1269,373,0.8254696453291217
1554367,2504,565,27.307372862632747
2071390,2226,296,7.254231436586906
1797582,979,447,-7.523976410191608
2153835,2389,243,-33.679818285425426
3078,2805,1513,18.907713762073854
1704411,2321,494,-6.251086000679152
1535251,1884,574,29.6662180362664
536342,2315,988,-15.135429520913476
634017,3448,944,-6.125363459501841
851812,2188,856,13.555446776309964
1905090,1512,391,-4.808194537007694
2138319,2353,254,-31.536262499867007
176606,2981,1200,21.423840713599475
208138,2475,1175,-37.68421167984616
875974,3133,847,31.830541458304197
909611,3266,834,9.662364825047462
470002,3035,1021,-24.31343433920256
2146313,1603,248,-10.548535471054038
1440436,2308,617,4.503705721690039
2144642,1347,249,7.8602205262814095
551497,2643,981,-8.557474079664644
211358,2724,1173,15.270914719609664
139214,849,1227,57.63519268930213
606787,3449,956,-3.8838989510786632
2110922,1276,271,0.10266542044882954
832601,138,863,5.028247565461243
941655,2177,821,23.71361093286623
1625531,1397,531,-16.748688475011022
1665149,713,512,57.893737279608104
1962348,721,359,32.398856190011884
579228,2340,968,-3.866751304421541
711259,1201,911,-9.05640667023772
497290,2556,1007,10.617233394007599
129613,2659,1237,10.806113398329217
328730,1717,1095,-15.21872843017809
212065,1435,1172,-14.00995081058818
1568813,2137,558,-19.846326125898486
905494,1713,835,1.4524868156399862
166838,3023,1208,13.094671161643419
835218,1021,862,19.776521190792664
1700605,584,495,44.46348800659416
381669,2555,1067,-12.671794271593171
2219845,2327,83,-61.06020957042938
1015894,3423,792,-91.75733924132601
466291,1266,1022,3.0626839979909164
293244,1457,1117,-27.950476673633602
990955,3354,802,-46.807919869134366
19572,2817,1440,18.176404286396973
54894,2860,1358,7.1331797650254885
48472,2710,1370,15.64560761581697
1585093,1478,550,-13.390508319115725
1842013,745,424,12.334265029631752
1117589,2470,750,4.402403189135384
1015614,3143,792,31.624703129485624
175719,731,1200,52.339137304999895
1299820,1631,674,11.173667482061774
733427,3371,903,4.8548296554358785
2140321,1335,252,10.64327519063636
2045679,1378,311,-18.44840392108199
705665,3078,914,-32.061761536148424
938614,1681,822,-1.0493640753775253
1502746,1885,590,28.85173704399267
1171495,1077,727,-16.655496650296755
1952655,1730,365,-0.19270946055303284
1643130,1987,523,20.85901647808805
2130700,2203,259,3.3085842551167843
1967004,1829,357,-10.998364452017086
1529752,2493,577,9.052828034222784
1148599,2196,737,5.3396671012760635
615578,3235,952,9.217819489833346
716504,1458,909,-12.938525065820613
922718,1058,828,10.386912766851765
249522,153,1147,-7.463935984551881
2015261,1359,329,-21.51174566022064
358095,1381,1079,-14.50830594568015
1351238,2317,653,-2.6830043606851177
1010697,3180,794,20.77729958029613
1815270,1070,438,-13.50487329418911
1369853,1889,645,28.608451072922435
246462,2966,1150,13.383946094974817
392664,2282,1061,-50.53774370764222
811600,3103,872,6.020489216059104
1254216,2255,693,-5.782449993208047
2119989,2392,266,-23.55597967313679
455100,1665,1028,-13.76007816411493
1999272,838,338,18.607634274902466
860037,2684,853,-16.948690321882623
1038853,1732,782,5.009954044295682
425964,1440,1043,-4.876034390556924
975408,2901,808,-14.007876211624989
1282449,1387,681,-31.60069610461096
1679521,2468,506,36.32008374653469
957973,3233,815,2.5371465900793737
1403818,1142,631,-34.706483692272286
618434,1432,950,-5.9529474279961505
1320460,2754,666,24.246925770172766
2177273,1422,217,11.679568366185777
2192855,2164,180,-17.66447091469081
694339,1675,918,-13.320124864396348
413988,2799,1050,-15.179206708322909
1600840,2316,543,-13.634483400408044
541499,131,985,-32.360209146674606
2009617,849,332,17.129223128999456
1914589,1772,386,6.76836062424627
812126,1061,871,13.961559086345915
625767,1936,947,0.9771258917990053
1838865,1442,426,-7.615845267093846
1721890,1312,485,-19.51826628120307
1299053,297,674,28.772297357721982
696549,1412,917,-10.024781318206351
1187259,2380,721,0.6990149284342806
843222,1315,859,-35.887978951172045
474949,2111,1018,29.950854572262415
1427211,1884,622,35.220729327144454
2140036,1050,252,12.648925921907903
693665,3486,919,-31.950607883757584
1168475,2867,729,26.20679777035093
1730895,2173,481,-4.179242383183919
429644,1282,1041,2.9364265106996754
56311,2649,1355,8.79837268298752
231659,184,1159,1.4116280542912136
1477598,2321,602,-2.426937472399459
1879396,1999,405,8.771448322989727
405887,2299,1054,-45.17622279504121
43288,2937,1381,-0.7457991586497883
1084843,1286,763,-18.268485360687464
1310528,2565,670,-6.878690130164159
1795981,1342,448,-6.21606448433613
2025793,1681,323,-6.2514871123630655
69128,2844,1333,2.9398722800769974
1726341,1687,483,12.733331155832275
1176851,1606,725,0.021632778665207297
2195249,2066,173,-26.837527445780324
455343,1908,1028,12.107852620070389
714621,2069,910,28.624159662069815
54084,2588,1359,-6.035724488394408
204408,242,1177,18.393246816986903
1038193,1072,782,-1.5210183897920615
1547905,2229,568,-5.495331254651319
2089483,2360,285,-13.739058379093422
581930,2850,967,-31.63306346068748
902150,3502,837,-79.73291501945369
2091913,1551,283,1.9580579480830238
94008,2877,1292,18.450206584780062
2028218,2412,322,0.6661684969740236
413104,1915,1050,7.348840644662687
1851297,2363,420,31.26196174917095
490124,1408,1010,0.6683936017648193
1781584,752,455,1.745124395332823
1954717,2002,364,6.862112023868576
1017721,2776,791,-13.623247908183657
981325,1245,805,-13.763329567931578
1663339,1010,513,-14.921585745691118
165885,988,1208,61.762921872673815
792954,2329,879,16.877974444345455
454500,2995,1029,-19.811342023179805
1736413,1610,478,19.64484520200176
1402065,1911,632,34.024236744949576
1619926,2201,534,-3.7201541971448933
1337078,2459,659,1.8678086251197783
1248316,1116,695,-28.489993875069104
1636443,1664,526,21.702962575481706
97227,3025,1287,18.49580219368272
2070449,1285,296,5.183993193972128
251038,320,1146,14.965388087228348
2074731,2284,294,-0.3823618604155854
1960167,2099,361,9.583971798174389
535171,134,988,-31.94581480852139
1729061,2371,482,20.013675607524874
168822,1414,1206,-8.992036709561944
626933,3233,947,10.359878998622662
663695,2672,931,-14.319868350055458
1873947,2208,408,22.887833025182772
1435121,2149,619,9.683553032727104
1006993,1955,795,16.26353050790476
1967959,1013,356,-16.344785859930653
496225,1491,1007,0.6162939321379781
230859,1885,1160,-49.75408324109958
1874167,2428,408,10.982837723665398
241419,1913,1153,-45.52071042499756
2173288,2128,224,2.8100226984356595
1002740,2670,797,-8.428139276214552
2226905,2238,26,-60.230700145862556
367792,1754,1074,-3.695255443276892
1478124,2847,602,55.52668407031797
181896,2726,1195,14.87638618882147
675272,2189,926,9.33485037229957
1951036,1903,366,3.178732988740194
14769,2835,1456,15.640502141087381
1766524,1590,463,17.946008807270573
341881,1919,1088,0.7382347418342761
1170083,2069,728,36.94652958212282
442110,2184,1035,15.717490141449616
2038630,1028,315,-6.53057656271676
139540,1269,1227,7.1906721588129585
1869990,2033,410,5.407264291757656
1580082,723,552,20.37163666884726
1138621,1821,741,21.17812491706627
851055,1431,856,-19.252501811655293
1609708,2675,539,54.846214018105
1193127,1040,718,-10.90868065888526
1013622,1151,792,-10.290842909351795
808127,2192,873,16.757344792754793
422262,1559,1045,4.403563092252625
648947,2073,937,29.328173846314712
2075001,916,293,-4.238070590449752
1232663,2195,702,0.2055959921935937
503432,2621,1004,-6.977544327799478
464098,2941,1024,-15.373231304617548
1822887,917,434,-26.036218436309355
740604,3007,900,-40.43733007731453
836256,2059,862,30.826077007045114
1033771,1563,784,-5.840199926172318
669086,3330,929,26.93284597108004
1797816,1213,447,-14.447485403623432
134583,684,1231,104.66849171673084
1266590,2571,688,-5.183128738943651
758679,3408,893,-17.66061061827486
1897679,1541,395,4.6589076333775665
1064042,2419,772,7.059852059680452
1362572,1765,648,20.565571545079365
1790329,1596,451,16.184137011442544
727421,2379,905,16.60950258900266
1586079,2464,550,19.847080072873723
1162322,1520,731,-11.299712019822891
1436044,3072,619,-11.784014184086118
608120,2397,955,24.364493410294926
22865,2757,1430,16.14875430225493
340699,2594,1089,-11.434079375535475
1690499,876,500,-22.69911818186938
2097173,1963,280,5.88885278799853
1167281,1673,729,3.370284468212958
1503189,2328,590,-4.269279667058981
1731657,906,480,-14.289267742967695
2024882,770,323,37.80855337497678
1727264,574,482,38.03583593452913
286154,1895,1122,-20.182524596860276
757868,2597,893,-7.656946441322361
1728232,1542,482,11.081860060297913
1223465,2579,706,-0.20053132572138566
375535,2034,1070,21.557078235238805
1024869,2512,788,6.481128402655031
1763370,2429,465,37.22066282627611
782559,2043,883,14.664276011798393
2132281,2270,258,-6.683885341131827
448039,2326,1032,-41.78846959359453
1962567,940,359,-3.695665506482328
30503,2899,1410,12.276768615609399
672038,1378,927,-13.050938058403517
959274,1993,814,11.043687142499039
1459860,1365,609,-24.827030832432683
91893,2596,1295,20.095078396356257
1828785,1005,431,-6.241039317845207
983206,3126,805,38.47665697323009
495720,2999,1008,-16.444500347902704
2171015,2047,227,0.07011841921485029
825937,2024,866,17.45735310312284
143958,2631,1224,2.5444476223406127
637516,2222,942,3.749645339844392
1870081,2124,410,3.854930971675003
357249,2399,1080,-12.539410923419837
1028752,1465,786,-29.436112841682643
1920194,1868,383,9.158198389434801
1661279,1062,514,-16.71864932019207
146716,2555,1222,-6.239000178883998
964892,2530,812,-8.628443791267273
