,cell_x,cell_y,X,Y,alt
2130,361.0,193.0,582854.0071,129540.7763,-8.09646980719026
2134,251.0,596.0,582633.1679,130345.5327,-20.537948882260025
2135,964.0,260.0,584060.71,129673.5146,-31.10034268893787
2136,909.0,409.0,583949.0861,129972.8796,-26.38469962830095
2138,785.0,369.0,583702.8636,129892.5105,-39.3816291557182
2139,865.0,615.0,583862.7758,130383.6423,-57.08549348923589
2140,777.0,548.0,583685.6291,130250.8779,-87.65388682232788
2141,956.0,224.0,584044.6024,129602.9468,-24.87333806110746
2143,1078.0,623.0,584287.8569,130399.1838,-50.28573555183448
2145,437.0,93.0,583005.0303,129340.8935,-60.78975898404451
2148,607.0,678.0,583345.0007,130510.5297,28.232524989270132
2150,924.0,502.0,583980.6739,130158.8987,-56.57902560997263
2151,921.0,563.0,583974.5676,130279.8097,-70.42041317695339
2153,248.0,712.0,582627.8654,130577.2898,-36.89191188804398
2154,359.0,196.0,582849.2995,129545.9069,-10.670618618424214
2156,201.0,712.0,582534.4608,130578.7882,-41.638410496168035
2157,252.0,271.0,582635.1515,129695.8262,-53.40963031425281
2159,958.0,232.0,584047.3068,129617.2323,-25.350539414275772
2161,293.0,217.0,582717.6372,129587.132,-31.136462883390777
2163,298.0,209.0,582728.3306,129572.9525,-35.74523482476798
2165,785.0,372.0,583702.8126,129897.2662,-38.89514298418135
2166,1078.0,622.0,584288.3859,130397.7478,-53.539415207524144
2167,785.0,373.0,583702.8738,129899.8847,-37.06146866808194
2169,680.0,316.0,583492.6876,129785.8114,-25.315833262221986
2171,358.0,199.0,582847.5722,129551.9755,-15.394830959886349
2173,1082.0,614.0,584295.6148,130382.3385,-58.202276224502384
2175,1081.0,616.0,584293.3813,130386.8433,-56.75233342621232
2176,908.0,413.0,583947.2531,129980.6481,-28.748548747498717
2177,849.0,414.0,583830.257,129981.9171,-35.42261308583784
2179,904.0,241.0,583940.4276,129635.0863,-39.183583916747466
2181,215.0,712.0,582561.0233,130577.0201,-45.00204729976576
2182,1075.0,629.0,584282.1274,130411.8774,-46.40590663609464
2184,904.0,243.0,583940.6217,129640.2763,-42.04356038224523
2188,777.0,543.0,583686.9054,130239.8383,-85.86583284686185
2190,849.0,413.0,583829.6173,129979.8507,-37.14585277250126
2191,208.0,712.0,582548.3083,130577.37599999999,-42.65784829576842
2192,1331.0,637.0,584794.6422,130428.6078,-54.87327127713843
2194,850.0,419.0,583832.4175,129992.1099,-36.48106013613642
2198,920.0,578.0,583972.8127,130310.3544,-75.24392124263068
2202,1073.0,632.0,584278.8327,130418.3603,-44.925252096982604
2204,959.0,237.0,584049.1945,129628.336,-28.326807740394997
2205,961.0,248.0,584054.1033,129650.0666,-30.120552602633325
2206,851.0,422.0,583833.011,129997.1287,-37.86192327874369
2207,866.0,618.0,583864.6362,130389.7681,-67.91089390155503
2208,1330.0,629.0,584791.6581,130411.3725,-50.95046729732485
2212,906.0,423.0,583943.7709,129999.1806,-27.984113447681466
2214,1071.0,637.0,584274.2581,130427.36099999999,-36.829925159533104
2216,889.0,654.0,583909.3794,130461.7712,-22.286965036723814
2218,851.0,425.0,583833.793,130004.9396,-37.834998704064674
2220,785.0,376.0,583702.9842,129906.3695,-38.92990894302193
2222,295.0,214.0,582721.7524,129581.411,-39.27772827918807
2224,1072.0,635.0,584275.711,130424.4937,-42.04994298462816
2226,887.0,655.0,583905.9374,130463.5511,-21.63512263911798
2228,289.0,221.0,582710.2406,129596.3493,-36.15609859401911
2232,904.0,234.0,583939.5604,129621.4397,-39.25334820950184
2234,1084.0,610.0,584299.6906,130373.7706,-66.45811690917344
2235,432.0,98.0,582996.636,129350.5233,-64.01248067718006
2239,851.0,430.0,583834.9341,130014.8034,-37.58533515705858
2241,253.0,268.0,582638.2989,129689.7762,-55.06135250746047
2243,904.0,219.0,583939.7322,129591.4593,-36.45122461872961
2245,920.0,572.0,583971.5946,130297.06300000001,-76.79408460198283
2247,851.0,428.0,583834.5309,130010.8995,-40.51226896424214
2248,904.0,228.0,583939.4920000001,129609.595,-37.855514268622755
2250,226.0,330.0,582584.8673,129813.8467,-92.73613411711221
2252,291.0,219.0,582713.2173,129592.3354,-41.2167883238003
2254,707.0,507.0,583545.475,130168.7237,-105.31630308051581
2256,1069.0,640.0,584270.9601,130434.7349,-39.89585213709506
2258,786.0,382.0,583703.1913,129918.76400000001,-39.65372337636609
2260,1100.0,585.0,584331.8256,130323.3365,-69.89488298768674
2262,884.0,656.0,583899.1398,130466.226,-23.142139934861916
2264,905.0,428.0,583941.2725,130010.9115,-32.097837710131444
2265,778.0,535.0,583687.6689,130224.5249,-87.18208119940982
2266,288.0,222.0,582708.3767,129598.7413,-42.2193730403078
2268,285.0,226.0,582702.84,129605.7523,-41.05728624488529
2270,238.0,712.0,582607.4557,130577.1011,-38.38087699692187
2271,1086.0,606.0,584303.7828,130365.4817,-71.37823104463223
2272,785.0,379.0,583702.8786,129911.96,-43.34754405281774
2273,922.0,645.0,583976.7168,130444.3408,-22.490630899553253
2274,222.0,711.0,582575.56,130576.1439,-41.45689668068917
2275,676.0,326.0,583484.69,129806.0248,-31.134814888569508
2277,852.0,436.0,583835.2651,130026.69099999999,-39.89371968640444
2281,243.0,712.0,582618.0977,130578.6404,-37.35245535972808
2284,254.0,266.0,582640.3159,129685.7453,-56.216348828472746
2286,233.0,711.0,582597.8254,130576.1862,-37.68118896209444
2287,286.0,225.0,582704.0998,129604.2503,-44.196942367221254
2290,1097.0,588.0,584326.1349,130330.27,-71.48302400983175
2292,1068.0,644.0,584268.9351,130441.7476,-37.397426204200656
2295,255.0,265.0,582641.156,129684.2059,-55.860395238613364
2297,228.0,711.0,582588.7371,130575.194,-38.89976557124146
2298,572.0,562.0,583275.3524,130277.1463,-100.87645286891347
2300,621.0,34.0,583373.6576,129221.7836,-26.008661043465963
2302,878.0,658.0,583888.4949,130469.2058,-22.845339449350377
2304,230.0,325.0,582591.8563,129804.0367,-84.936303977629
2306,785.0,385.0,583702.9526,129924.8053,-42.608398776980266
2308,231.0,323.0,582594.4558,129799.2829,-80.06482314813138
2310,1067.0,647.0,584266.7277,130447.4207,-37.57571940332173
2313,140.0,167.0,582412.1064,129487.4199,-24.083032312561045
2315,358.0,212.0,582848.0006,129578.7776,-68.81571740885238
2321,852.0,444.0,583836.8413,130042.2594,-45.32474955732232
2323,1101.0,584.0,584333.4194,130321.6178,-81.63532839520894
2324,1098.0,587.0,584328.4658,130327.2792,-78.89023079499793
2325,284.0,228.0,582699.1501,129610.1695,-44.034730297227725
2329,279.0,233.0,582690.7399,129619.5729,-46.2025278796923
2331,852.0,445.0,583836.8895,130043.0988,-47.092975708615086
2332,792.0,402.0,583715.4007,129957.2127,-53.100502443433015
2334,674.0,331.0,583479.7521,129816.8477,-37.898029761086946
2336,921.0,506.0,583974.4973,130165.71800000001,-52.71789572487205
2337,903.0,439.0,583938.9304,130031.5318,-37.31999912535139
2338,922.0,518.0,583976.7866,130190.4579,-45.318689249167164
2340,922.0,514.0,583975.6618,130182.7065,-63.49304711059176
2341,257.0,262.0,582645.3129,129677.6082,-57.943656572858345
2343,281.0,231.0,582694.4187,129615.4065,-45.38997022434933
2345,904.0,442.0,583939.5225,130038.9491,-37.764507556715216
2347,278.0,235.0,582687.4929,129623.1528,-48.46617537708835
2349,853.0,450.0,583837.9148,130054.36,-48.01220890236027
2351,258.0,260.0,582647.8786,129673.7625,-56.04544365220727
2353,276.0,237.0,582683.2789,129627.4822,-47.07787189518376
2355,854.0,454.0,583839.2718,130062.9789,-48.38150695502418
2357,358.0,208.0,582847.949,129570.1,-69.56943960099625
2359,854.0,459.0,583840.8097,130071.6396,-48.120067225739604
2361,274.0,239.0,582679.9386,129632.2226,-48.55255324308837
2363,853.0,451.0,583837.9721,130056.9939,-50.712978005078185
2364,791.0,405.0,583714.7235,129963.3289,-57.24867986032859
2365,574.0,547.0,583279.1997,130247.77900000001,-100.01361284104723
2367,234.0,319.0,582599.1642,129792.3617,-74.97583318589568
2369,785.0,391.0,583702.2,129935.6907,-47.405032840568765
2371,275.0,238.0,582681.7615,129629.4634,-50.814339465409375
2373,791.0,407.0,583714.0355,129967.5432,-56.2942939591976
2375,271.0,243.0,582673.5392,129639.6599,-49.72864737972486
2378,272.0,242.0,582675.9624,129637.1246,-51.35536417066987
2380,855.0,463.0,583841.5613,130079.2063,-50.408176210883084
2382,670.0,341.0,583471.9914,129836.47,-43.21090762481026
2384,788.0,402.0,583708.7662,129957.2558,-54.02981439371433
2385,260.0,256.0,582652.9064,129665.8623,-55.43197289899581
2387,785.0,392.0,583702.239,129937.6679,-49.23965873138923
2388,920.0,641.0,583972.3943,130436.5166,-27.1527585873273
2389,620.0,384.0,583371.7826,129921.1526,-88.50644789288435
2391,630.0,364.0,583392.6642,129882.0964,-87.81768560587307
2393,270.0,244.0,582671.1641,129642.1893,-51.60567679623182
2396,855.0,461.0,583841.331,130076.2989,-53.88937673695409
2399,780.0,515.0,583691.769,130183.5372,-91.92956079789337
2401,575.0,539.0,583282.3163,130231.8582,-100.94651078773995
2403,267.0,247.0,582666.3732,129648.0991,-51.44924229046683
2405,262.0,254.0,582656.2157,129661.4899,-54.88641288831104
2407,856.0,471.0,583843.7154,130095.4356,-52.32889964582955
2409,262.0,253.0,582656.8401,129660.6802,-55.30713897383839
2411,915.0,625.0,583962.5329999999,130404.1335,-45.98981547352423
2412,856.0,470.0,583843.6485,130094.8742,-53.89868061442439
2413,855.0,467.0,583842.267,130088.6012,-53.49970160521798
2415,856.0,478.0,583843.8858,130110.9662,-52.067927907444755
2417,267.0,248.0,582665.507,129649.2998,-53.2654516226371
2419,635.0,354.0,583402.8318,129862.3956,-92.51024306350337
2421,787.0,403.0,583705.3620000001,129959.0067,-51.82668145429898
2423,856.0,475.0,583843.4449,130104.0781,-53.688881143514664
2425,860.0,592.0,583851.2074,130337.7108,-76.75503347828044
2427,783.0,491.0,583697.8165,130135.5721,-73.61568697104758
2428,785.0,397.0,583701.2931,129948.403,-51.65444624358497
2431,785.0,398.0,583701.1387,129950.3854,-51.04053535764251
2433,614.0,397.0,583360.5872,129948.7159,-95.49553173139384
2435,782.0,505.0,583695.0222,130163.215,-88.04065746183005
2436,857.0,482.0,583845.1416,130118.6036,-56.50038063456077
2437,856.0,476.0,583843.5418,130106.7377,-57.28265286095166
2438,375.0,181.0,582881.2954,129516.6336,-74.73609552774678
2440,579.0,523.0,583289.4827,130199.2722,-100.0954928107335
2446,915.0,614.0,583962.9005,130382.0431,-57.44529205347908
2447,923.0,596.0,583977.4957,130346.1835,-70.7913524950759
2448,665.0,356.0,583461.47,129865.8483,-57.912210842080185
2450,358.0,200.0,582847.5132,129553.6292,-71.71458977118436
2452,922.0,557.0,583975.1166,130267.2715,-46.038685547763635
2454,655.0,385.0,583442.2864,129924.7741,-61.506388699929175
2456,782.0,498.0,583696.4496,130149.1691,-88.28683686916747
2458,919.0,604.0,583969.6356,130361.7927,-65.99760082635657
2459,368.0,188.0,582867.3339,129530.0049,-74.53899062611026
2461,662.0,366.0,583456.9455,129886.3071,-63.67607723712899
2463,634.0,338.0,583399.9337,129830.7615,-93.38287032673679
2465,923.0,590.0,583977.632,130333.0032,-76.55174272877866
2466,361.0,194.0,582853.5092,129541.3286,-72.89800457981164
2468,857.0,578.0,583846.3042,130310.6075,-75.95605007783752
2470,644.0,286.0,583420.2898,129726.9256,-85.79560477089217
2472,359.0,195.0,582850.2256,129544.9292,-73.62342222776488
2474,643.0,303.0,583418.0163,129759.3363,-90.45691772503187
2476,659.0,375.0,583449.1001,129903.8397,-63.49515825722392
2478,636.0,327.0,583404.6887,129807.7128,-92.84974823793482
2480,784.0,481.0,583700.088,130116.8773,-84.18481718281691
2482,789.0,443.0,583709.2403,130040.4334,-66.00477345174158
2484,788.0,449.0,583708.7144,130051.6263,-67.15951139231902
2486,857.0,571.0,583845.2612,130296.67300000001,-74.93408767450319
2488,787.0,461.0,583705.4069,130076.2114,-74.13708348917908
2490,915.0,615.0,583962.3201,130384.4303,-57.36033240563347
2492,921.0,581.0,583973.6023,130316.7138,-84.21918919712607
