,cell_x,cell_y,X,Y,alt
667,284.0,391.0,582699.9634,129935.1853,-59.1896672543744
669,827.0,265.0,583785.0419,129683.66,-31.800072406899744
670,903.0,120.0,583938.0843,129394.0458,-32.64788483971779
672,933.0,117.0,583998.4208,129387.8419,-30.83378395589625
674,824.0,240.0,583780.1124,129634.43,-42.72932820837741
676,827.0,267.0,583785.7632,129687.1545,-30.840476517480056
679,213.0,353.0,582557.0482,129859.0452,-43.374003790042025
681,243.0,524.0,582618.6019,130201.37400000001,-60.045275924602265
682,547.0,163.0,583226.2021,129479.0825,-33.0506506442307
684,822.0,230.0,583776.9414,129613.5309,-49.03087014962239
686,696.0,237.0,583524.5101,129628.6446,-15.963186859443795
687,286.0,385.0,582704.9903,129924.349,-59.50575150129407
689,1398.0,663.0,584928.9277,130480.0417,-50.69148429560801
690,721.0,146.0,583574.5362,129445.4929,-46.65344596119894
692,824.0,236.0,583779.2578,129625.1492,-46.67745689256844
694,266.0,425.0,582664.0987,130003.5769,-88.22588905256862
695,823.0,233.0,583778.3546,129619.7261,-49.73682935579609
696,827.0,281.0,583786.4843,129715.2043,-21.61128545864358
699,196.0,752.0,582523.3806,130658.1022,-32.42896501701762
701,829.0,280.0,583789.3092,129714.746,-28.047400584204297
703,903.0,123.0,583938.0044,129399.9953,-35.0674511533266
704,718.0,155.0,583567.7546,129463.9231,-46.74548217191159
706,551.0,151.0,583233.3027,129455.2163,-31.822434243213593
708,829.0,274.0,583790.061,129702.7085,-28.60213605860372
710,538.0,171.0,583208.0568,129496.9714,-34.909131816000354
712,1299.0,636.0,584730.3523,130425.47,-21.40639589551529
714,715.0,163.0,583562.4989,129479.2385,-46.90148027912892
717,215.0,348.0,582562.0262,129849.439,-45.70540459247786
719,1398.0,660.0,584927.2806,130474.4717,-50.88845134987787
720,290.0,379.0,582711.806,129911.4991,-58.373741772286394
722,713.0,171.0,583557.2370000001,129495.5302,-47.52076444226941
724,696.0,245.0,583524.3489999999,129644.79,-15.270140720370819
725,503.0,602.0,583137.3182,130357.6023,-31.12672356202711
727,811.0,128.0,583753.6325,129410.6586,-45.01160826371324
729,710.0,180.0,583552.5678,129514.7099,-43.96183451977777
731,186.0,746.0,582503.4666,130645.6329,-29.271190145799665
732,1397.0,658.0,584925.9356,130469.8949,-52.287943555217225
733,281.0,399.0,582693.8347,129951.1745,-68.62915064450408
735,217.0,345.0,582565.9121,129844.085,-49.362134294250154
736,218.0,344.0,582567.4066,129841.9089,-47.36067704984862
738,812.0,132.0,583755.6442,129417.8738,-43.48227226490508
740,807.0,109.0,583745.8606,129372.2836,-41.365410865226295
743,805.0,102.0,583741.5954,129357.7213,-41.508795811254004
745,821.0,216.0,583773.3163,129585.1144,-50.29182668869635
747,489.0,55.0,583110.2373,129264.8778,2.155871741329065
749,808.0,115.0,583747.9598,129383.4235,-42.75667417446084
751,803.0,95.0,583737.809,129343.864,-39.21400997611272
753,499.0,599.0,583129.7824,130352.8879,-30.662241619481392
755,806.0,106.0,583743.5029,129365.0354,-42.013806773911256
756,803.0,96.0,583738.4039,129346.9069,-40.69155196123711
757,809.0,122.0,583750.1928,129397.4982,-44.69136300959872
760,809.0,121.0,583750.0313,129396.4283,-45.41466868798807
761,831.0,285.0,583793.0947,129723.9524,-27.85662522074017
763,309.0,815.0,582750.5645,130783.8867,-19.41356821178988
764,558.0,129.0,583248.1732,129411.7439,-32.91123500278081
766,1293.0,644.0,584718.1499,130441.319,-22.969891472042946
767,802.0,90.0,583736.328,129333.5645,-40.391972207792605
769,488.0,57.0,583107.0074,129267.5391,1.7106746237350308
770,820.0,201.0,583771.2523,129556.882,-48.563061727891636
772,820.0,209.0,583772.1721,129571.0049,-49.82287123505557
774,820.0,203.0,583771.2763,129559.0737,-49.275800881443956
775,181.0,743.0,582494.9999,130639.7994,-29.305999979160788
776,255.0,507.0,582642.8286,130167.8145,-67.7669985117941
777,802.0,89.0,583735.9522,129331.6162,-40.90497317409336
780,486.0,58.0,583104.9077,129269.3689,3.234791731568748
782,819.0,196.0,583769.7789,129545.77900000001,-47.540294003940744
786,661.0,428.0,583453.5403,130009.3782,-94.20474732555249
788,707.0,190.0,583545.3915,129533.2546,-38.86678750502324
791,801.0,83.0,583734.3359,129320.7493,-39.86466757636708
793,220.0,340.0,582571.3967,129834.681,-50.46980651107788
795,800.0,79.0,583732.4008,129311.6306,-35.4968299818388
797,818.0,283.0,583768.6854,129719.6153,-17.905342999939876
799,833.0,294.0,583798.6824,129742.4699,-26.353605924763997
800,819.0,188.0,583769.275,129530.4221,-45.663818191729206
803,286.0,386.0,582703.7916,129926.0532,-64.67412980348854
805,818.0,181.0,583767.9232,129516.8422,-44.16566686762417
807,249.0,788.0,582629.3556,130730.084,-47.338445567047984
808,819.0,187.0,583769.2707,129527.7082,-46.80323113263057
809,258.0,502.0,582648.9994,130158.6982,-67.59917956963636
810,834.0,301.0,583800.5948,129756.8045,-25.56529982315533
812,644.0,280.0,583420.5331,129714.0621,-45.24405919360015
813,178.0,741.0,582487.6985,130635.3707,-29.014998067538727
814,817.0,177.0,583766.9611,129508.3391,-44.79174665661321
815,644.0,258.0,583420.6954,129669.2248,-42.66650420306951
816,654.0,40.0,583439.0502,129233.1107,19.562230015997557
817,901.0,130.0,583933.6259,129413.5471,-33.206261099956464
819,817.0,174.0,583766.1997,129501.05,-44.085243187868855
821,1394.0,652.0,584919.5909,130457.7808,-51.74715730039998
822,799.0,76.0,583730.3226,129305.0888,-34.9532062629778
823,493.0,596.0,583118.3596,130345.6018,-33.64612641198664
825,644.0,292.0,583419.7295,129738.2287,-50.74092968761124
826,813.0,141.0,583758.7287,129436.4924,-42.03059964784825
828,644.0,299.0,583419.9423,129751.291,-52.96873820000337
829,816.0,162.0,583763.6468,129477.01699999999,-43.7305195585036
831,816.0,168.0,583764.637,129489.0099,-45.17668428287334
832,816.0,166.0,583764.3181,129485.4342,-44.881320559258256
834,1291.0,647.0,584714.4592,130447.5896,-28.216086289520263
835,798.0,74.0,583728.9186,129301.4199,-32.87036240036696
837,482.0,61.0,583095.7659,129276.744,3.0592291195894177
838,813.0,140.0,583758.5125,129434.7528,-45.08328620656903
839,814.0,148.0,583760.7333,129450.7216,-42.32984530705062
841,481.0,62.0,583094.3582,129277.8897,4.205556013974274
843,816.0,157.0,583763.2283,129467.2282,-45.11725539470217
844,798.0,69.0,583728.0844,129292.5503,-30.94091014418109
846,908.0,99.0,583948.7706,129351.5137,-35.6423835023179
848,815.0,154.0,583762.2638,129461.6776,-43.50459819206117
851,307.0,808.0,582746.2768,130770.6717,-25.699580658304058
852,634.0,357.0,583400.5157,129868.3876,-80.91981297892426
853,1068.0,522.0,584267.0408,130198.3433,-26.244491383847162
855,797.0,67.0,583726.6547,129288.2114,-29.61252648276286
856,264.0,494.0,582659.1143,130142.985,-66.10953892120733
857,192.0,197.0,582516.6921,129548.6883,-82.4985158683271
859,575.0,94.0,583282.4959,129342.6703,-28.267767722067674
863,479.0,64.0,583089.3162,129281.1213,3.908971180386743
864,901.0,135.0,583933.4546,129423.6764,-35.21248722044629
865,223.0,335.0,582578.2,129824.645,-54.03380645203197
866,901.0,138.0,583934.7355,129429.4453,-34.183549339215006
868,1286.0,653.0,584704.3608,130460.1584,-21.305617579343107
869,1290.0,649.0,584711.8357,130451.6776,-30.298952835245018
870,1288.0,651.0,584708.0951,130455.1173,-27.228792792389413
871,1392.0,650.0,584915.55,130453.0187,-52.48571586691014
872,477.0,65.0,583085.1039999999,129283.5759,3.6466359969140285
873,1285.0,655.0,584701.1892,130464.6236,-19.86411055364988
874,476.0,65.0,583083.1009,129284.8994,5.0952174147932965
876,1063.0,510.0,584257.6355,130173.2513,-29.296930981487094
879,242.0,783.0,582616.7123,130720.3424,-47.1905653094409
880,629.0,366.0,583389.8994,129886.2946,-87.97112920243808
881,812.0,284.0,583755.8620000001,129721.8113,-18.399908391524605
882,1062.0,509.0,584256.6254,130172.2234,-29.60157233179507
884,1282.0,659.0,584696.8714,130472.5583,-17.02503957330373
885,292.0,372.0,582716.443,129898.8646,-65.72452283863822
887,636.0,197.0,583404.9926,129547.6225,-29.809611284438233
890,636.0,194.0,583404.6399,129542.8106,-29.605767988936805
892,636.0,196.0,583404.9497,129546.9756,-30.232419648731593
893,1059.0,505.0,584250.5878,130163.8819,-27.93961444830711
897,581.0,83.0,583293.7163,129319.6401,-27.603006807241854
899,902.0,145.0,583936.4831,129444.9812,-33.51811823839898
901,162.0,202.0,582456.5891,129557.8385,-32.68122282779905
903,1389.0,649.0,584909.5393,130451.7067,-51.26871113672996
904,636.0,187.0,583403.2983,129527.4784,-31.14966910165549
906,696.0,252.0,583524.281,129657.1249,-51.706403552012944
907,793.0,66.0,583718.31,129285.3387,-28.15043254714601
908,902.0,147.0,583935.9624,129447.0535,-34.4159526475396
909,810.0,284.0,583751.42,129722.5754,-18.885084900777656
910,652.0,422.0,583435.6328,129997.8898,-95.45778722220439
912,615.0,396.0,583361.2533,129946.4811,-96.30028559597986
913,636.0,186.0,583403.2784,129526.636,-32.599582838011884
914,636.0,178.0,583403.5207,129510.5746,-29.04067206829086
916,1051.0,492.0,584233.8959,130137.8002,-23.216479981719658
918,488.0,56.0,583108.4804,129266.3268,-39.18040872113852
921,609.0,411.0,583349.9293,129975.4274,-101.0252216120407
922,638.0,151.0,583408.4247,129456.102,-18.03351377953868
924,636.0,169.0,583403.8318,129491.7752,-26.924428548635206
926,472.0,69.0,583075.828,129291.1544,2.3597852409152438
928,1053.0,498.0,584238.4154,130149.0165,-26.070523304300423
930,905.0,107.0,583942.179,129368.8814,-34.57781994741799
932,296.0,365.0,582723.7018,129884.1982,-65.68343713020022
934,471.0,69.0,583074.8061,129292.0238,2.543709938441225
936,637.0,158.0,583406.53,129469.1821,-22.805061960290914
939,641.0,131.0,583413.1839,129416.0523,-13.143335588961236
942,1055.0,502.0,584242.4873,130158.6057,-28.25888514957569
943,587.0,72.0,583305.65,129298.7664,-28.517721332007113
945,470.0,71.0,583071.3871,129295.2954,5.348091909261257
947,470.0,70.0,583072.8477,129293.83099999999,2.2703209779074314
950,637.0,161.0,583405.4071,129476.0344,-27.646806422072586
952,637.0,162.0,583405.184,129477.6886,-28.24020898374556
954,297.0,362.0,582726.2303,129877.0689,-63.90414373141539
956,640.0,141.0,583412.2546,129435.5574,-15.45952181973189
957,591.0,67.0,583314.2905,129287.1977,-26.268258161500853
959,692.0,274.0,583516.4034,129701.4184,-22.000238081727275
960,1040.0,461.0,584212.6721,130075.6364,-22.603184099769805
961,693.0,292.0,583517.4817,129737.2048,-25.53638703365914
962,1058.0,649.0,584248.7451,130452.0785,-90.70646156102703
964,640.0,138.0,583412.8049,129430.0655,-15.359692036643537
965,944.0,183.0,584020.1864,129520.0663,-16.322941419125073
967,698.0,210.0,583528.9373,129574.9469,-28.654206258401246
969,304.0,351.0,582740.6441,129856.258,-56.26648642498685
971,229.0,775.0,582590.5736,130703.8214,-48.93851419007569
972,1277.0,666.0,584686.98,130486.2071,-22.939160579984673
973,905.0,112.0,583941.3357,129378.4281,-35.298928852925656
975,301.0,356.0,582733.5779,129866.6106,-59.231976654603386
977,947.0,191.0,584026.1204,129535.0336,-14.89574859345339
979,293.0,371.0,582717.3649,129896.7762,-87.88228863321046
980,1057.0,639.0,584246.0614,130431.8997,-84.66892429227255
982,307.0,346.0,582746.3374,129846.5926,-53.61832391949656
984,1386.0,652.0,584904.139,130458.1373,-51.01871704896348
985,900.0,156.0,583932.3061,129465.9377,-30.279243213881273
987,640.0,127.0,583412.4208,129408.0126,-14.024094196872284
988,1235.0,658.0,584602.6719,130469.9444,-12.12436059052061
990,941.0,178.0,584013.3238,129510.6845,-18.570085684549213
992,1037.0,422.0,584205.9841,129997.9371,-10.312413360307346
993,641.0,43.0,583413.5592,129239.8526,19.59967223565809
994,466.0,74.0,583063.3154,129302.6378,8.083303061248898
995,1056.0,631.0,584243.1872,130416.7505,-78.44482114099083
997,949.0,196.0,584029.1205,129546.0189,-16.692482068694062
999,1036.0,420.0,584204.0135,129994.8243,-9.649101045456064
1003,465.0,75.0,583062.5701,129303.1043,7.2961830634531
1005,900.0,158.0,583931.4798,129470.2858,-31.33979052881068
1006,232.0,322.0,582595.6325,129797.1735,-49.9694592802166
1008,464.0,75.0,583060.6428,129304.1842,7.486620243759717
1009,942.0,481.0,584016.5615,130116.3537,-39.03945281788447
1011,639.0,125.0,583410.1217,129403.9748,-12.741888097823448
1012,303.0,797.0,582738.665,130748.1558,-30.962255015702794
1013,595.0,58.0,583322.897,129270.1605,-26.557753514097385
1017,219.0,768.0,582570.4795,130690.0692,-46.43079747190268
1018,1036.0,449.0,584203.8285,130051.9504,-19.798033249755917
1019,697.0,222.0,583526.0160000001,129597.9209,-20.926867638032945
1021,215.0,765.0,582561.1103,130683.5851,-44.98532074052628
1022,952.0,204.0,584035.004,129562.7682,-18.856210538567666
1024,789.0,66.0,583709.6667,129285.4038,-32.24291867447346
1026,970.0,274.0,584072.554,129701.7789,-28.792962944500232
1028,788.0,66.0,583707.1533,129285.1734,-24.80577802285734
1029,635.0,46.0,583401.9063,129245.1351,17.603783560869488
1030,1053.0,622.0,584238.3481,130398.821,-75.47842526977001
1032,305.0,350.0,582742.0073,129853.7106,-76.27468399015925
1033,638.0,123.0,583407.5335,129400.7932,-12.624638186969605
1035,1052.0,615.0,584236.4345,130384.8908,-71.26400547999083
1037,1031.0,412.0,584193.9107,129977.3055,-9.927871294876695
1039,1079.0,621.0,584289.2562,130395.743,-50.26798191580792
1040,549.0,155.0,583229.089,129464.3131,-33.16286220587472
1042,1383.0,656.0,584898.4123,130465.2163,-50.70012399746656
1043,903.0,169.0,583938.9627,129491.844,-31.824310060157586
1045,303.0,788.0,582737.1059,130730.5835,-34.524354096637126
1046,1080.0,619.0,584291.2746,130392.075,-53.599546642478344
1047,1033.0,440.0,584197.7185,130033.8551,-14.11368758354547
1049,1030.0,410.0,584191.6731,129974.0021,-11.327494503991147
1052,544.0,165.0,583220.1831,129484.6968,-34.86900345972526
1054,159.0,196.0,582449.5134,129546.1367,-27.635464524623785
1056,1064.0,511.0,584260.5827,130176.8512,-24.869354751380797
1058,954.0,212.0,584039.131,129578.1731,-20.269024496290513
1060,188.0,385.0,582507.2237,129924.8002,-99.50011350644309
1062,1033.0,439.0,584197.2197,130032.2513,-15.778583316409822
1063,939.0,486.0,584009.293,130126.2192,-39.875358804254574
1065,460.0,78.0,583051.2851,129309.5854,10.138732668746798
1066,209.0,762.0,582550.6904,130677.7206,-43.02497290642759
1067,459.0,78.0,583050.9389,129309.7947,9.86743340051271
1069,1081.0,615.0,584294.6255,130384.3579,-58.637147657785135
1070,905.0,268.0,583942.5553,129690.4022,-35.78725294148262
1071,537.0,173.0,583205.0561,129500.4407,-33.89737725369059
1073,904.0,172.0,583939.9527,129498.5846,-32.07975674388854
1074,598.0,51.0,583327.8806,129256.6685,-24.70400929003108
1076,966.0,266.0,584063.8315,129686.6025,-30.29015419587904
1078,926.0,651.0,583984.1689,130456.2688,-14.012724767435884
1080,1050.0,608.0,584232.8694,130370.1587,-67.26423683097664
1082,235.0,318.0,582601.131,129790.0734,-48.242538749357664
1084,905.0,272.0,583942.8761,129697.0892,-37.762504952333074
1086,1342.0,680.0,584815.6056,130514.0685,-31.63657523710799
1087,181.0,189.0,582493.895,129532.3186,-85.1849814201887
1091,552.0,147.0,583236.6087,129448.0551,-34.778530978966955
1095,956.0,223.0,584043.9032,129599.9678,-24.290048900942566
1097,964.0,258.0,584059.5038,129670.2923,-29.098840575967188
1099,1131.0,549.0,584394.1536,130252.959,-38.83618810333337
1101,642.0,42.0,583416.785,129238.9355,-15.274903779403303
1103,204.0,758.0,582540.6766,130670.2316,-39.19528692386075
1104,1274.0,671.0,584679.1832,130495.1334,-23.537506798332743
1105,1082.0,615.0,584295.3076,130383.0006,-57.458631183911166
1107,302.0,739.0,582735.2865,130631.4917,-22.474267390022305
1108,555.0,139.0,583242.324,129432.0087,-35.047603319862446
1110,637.0,119.0,583405.7594,129391.8473,-9.655113929085928
1111,905.0,180.0,583941.807,129513.0274,-30.64456331386782
1113,940.0,135.0,584011.2357,129423.3377,-25.194433026719253
1114,685.0,307.0,583502.1053,129768.32199999999,-28.796488785044858
1115,957.0,230.0,584046.8829999999,129614.9826,-25.40559164995466
1118,935.0,120.0,584002.2758,129393.5873,-31.430804765460834
1120,1086.0,605.0,584304.145,130364.7451,-70.21775200733191
1121,301.0,732.0,582733.2608,130618.2058,-22.06026060211616
1122,905.0,282.0,583942.409,129718.8816,-35.12687258390088
1123,927.0,105.0,583985.7099,129364.6671,-32.47118143590569
1124,905.0,284.0,583942.7393,129721.2189,-33.411672556690064
1126,773.0,602.0,583678.0279,130357.2863,-76.32799252477844
1128,299.0,727.0,582729.3202,130607.9313,-22.27282222370968
1129,637.0,113.0,583406.6577,129379.5405,-4.025275216366026
1130,921.0,653.0,583974.4952,130460.4422,-15.836433826227221
1132,962.0,251.0,584055.5753,129655.1339,-28.839685179586468
1134,696.0,238.0,583524.4056,129629.9175,-15.986494211837453
1136,1379.0,659.0,584890.1421,130471.6581,-47.32551477167408
1137,297.0,722.0,582725.2420000001,130597.1162,-21.493722345685
1138,637.0,112.0,583406.8164,129377.8739,-4.440488977801579
1139,1342.0,676.0,584816.4184,130506.48599999999,-35.767961634439416
1140,187.0,379.0,582505.3865,129911.3983,-101.20682067328653
1142,303.0,777.0,582738.5812,130708.1975,-37.64996762158307
1143,773.0,586.0,583677.5433,130326.6303,-78.47114553517667
1145,959.0,242.0,584050.534,129638.1119,-26.95429244052866
1147,1084.0,609.0,584300.9973,130371.3799,-66.22015517942236
1149,200.0,755.0,582532.5704,130664.5228,-36.650610801802486
1150,773.0,593.0,583677.1337,130339.7823,-76.33683417112888
1152,773.0,590.0,583677.1265,130334.7968,-78.42750438962639
1154,919.0,94.0,583969.4685,129341.2332,-34.62266614483087
1155,773.0,600.0,583677.7062,130353.2259,-75.76513913019016
1157,773.0,578.0,583677.5026,130310.1627,-80.51313361218035
1161,574.0,96.0,583279.9387,129346.8767,-5.642009701294228
1162,773.0,574.0,583677.9010000001,130302.3522,-82.31448054363318
1164,576.0,93.0,583283.3185,129339.8334,-2.5395561805612488
1166,1377.0,660.0,584886.7436,130474.1064,-47.5132705019837
1169,913.0,85.0,583958.5615,129323.32800000001,-34.49851627286034
1170,773.0,572.0,583678.1534,130298.1444,-82.13861723259743
1172,1042.0,465.0,584215.5477,130083.9676,-23.542867394802215
1174,905.0,259.0,583941.9101,129671.6402,-35.98745234363696
1176,917.0,654.0,583965.2624,130462.0435,-15.435924100082048
1178,773.0,597.0,583677.0938,130348.2225,-76.68268806735477
1180,285.0,720.0,582702.4229,130593.4161,-24.026752547113574
1181,1128.0,554.0,584388.8433,130261.9269,-35.58851853278202
1183,334.0,299.0,582799.9473,129752.2297,-50.02490030768831
1185,452.0,83.0,583035.5216,129319.4769,10.11697831080619
1188,1087.0,604.0,584306.0522,130361.5918,-72.19376565640687
1190,578.0,88.0,583288.2859,129329.1865,-0.3959519605709829
1192,408.0,362.0,582948.8756,129878.7192,-81.48615745922825
1194,638.0,107.0,583407.5664,129368.0843,-2.368361230690425
1195,681.0,315.0,583493.2024,129784.8909,-30.276298953950572
1196,150.0,669.0,582431.5668,130492.8761,-38.73144392545282
1197,933.0,494.0,583997.3848,130142.9815,-43.07082142263289
1199,581.0,82.0,583294.5921,129318.0748,1.930998536653533
1201,680.0,317.0,583491.7093,129788.0706,-29.76679740291911
1202,579.0,87.0,583289.2756,129327.0811,-2.1794714684783685
1203,194.0,751.0,582520.5152,130656.36099999999,-33.026212012892756
1204,158.0,667.0,582447.8786,130488.5887,-40.428115478239306
1205,450.0,84.0,583032.9819,129321.1827,8.784788415079674
1206,1039.0,459.0,584210.6334,130071.2536,-21.31827673454427
1208,156.0,668.0,582444.8538,130489.6555,-41.18463094560184
1209,584.0,77.0,583299.9784,129308.9836,3.890302464385968
1211,791.0,296.0,583713.5709,129745.1488,-14.360506301482928
1212,906.0,293.0,583943.3797,129739.2211,-33.967012790634726
1214,1337.0,611.0,584806.6558,130375.7731,-32.73958386906406
1215,240.0,303.0,582612.4333,129759.7535,-54.43481795746857
1217,904.0,252.0,583940.9827,129658.3544,-39.251526068699604
1218,411.0,356.0,582953.3102,129865.2212,-84.35262853919494
1220,631.0,42.0,583393.0623,129237.2515,19.819743437746183
1221,156.0,190.0,582443.2307,129534.4336,-20.416311915197184
1223,585.0,75.0,583302.4027,129304.6887,3.738102162868472
1224,910.0,654.0,583952.0926,130462.5384,-15.395042527646638
1226,147.0,670.0,582425.4067,130493.7088,-38.7483254418994
1227,587.0,73.0,583305.423,129299.1016,5.7059003270378525
1231,781.0,65.0,583693.2342,129283.1193,-22.362185158088323
1232,138.0,675.0,582408.6369,130504.0833,-35.58883686626723
1233,163.0,665.0,582458.4988,130484.9536,-40.5787495077102
1234,189.0,748.0,582509.1317,130649.5447,-29.767652042175087
1235,901.0,132.0,583933.5217,129417.5586,-33.58761993653388
1237,413.0,349.0,582957.6077,129852.1419,-86.70562946676318
1241,337.0,292.0,582805.4646,129737.866,-47.88420255008623
1243,166.0,665.0,582463.4472,130484.0284,-40.494565981565756
1244,141.0,672.0,582413.7866,130498.8699,-37.131253397792534
1245,347.0,534.0,582826.7746,130222.5768,-69.41367614716182
1246,906.0,295.0,583944.9962,129744.4909,-37.36900403833624
1247,439.0,285.0,583010.6485,129724.9964,-81.68574337638393
1249,142.0,672.0,582415.6455,130497.1989,-37.57886240745256
1253,1037.0,452.0,584205.8989,130057.656,-19.35981846635923
1255,346.0,534.0,582824.8823,130222.0878,-70.52606867015584
1256,348.0,534.0,582827.3081,130222.6981,-71.95027875078858
1257,431.0,125.0,582993.5002,129404.8761,-4.076244686790233
1258,782.0,65.0,583695.7592,129283.5501,-36.55928019517614
1260,929.0,498.0,583990.7009,130149.4414,-42.84457353747439
1262,546.0,62.0,583223.6445,129277.5556,4.023031326346427
1263,675.0,328.0,583481.9569,129810.1963,-31.012646497248625
1264,905.0,245.0,583941.1685,129643.7535,-40.860025681646675
1266,170.0,664.0,582471.4692,130481.9569,-43.624083339680965
1267,1235.0,591.0,584601.8377,130335.1009,-12.97522473547906
1268,593.0,64.0,583317.2571,129282.6989,6.085834689591138
1269,792.0,292.0,583715.4155,129737.3739,-33.50834337394144
1271,677.0,326.0,583485.2559,129805.2983,-35.75623068736559
1273,415.0,344.0,582961.7279,129841.4273,-90.53992564882037
1275,639.0,102.0,583409.1706,129357.0477,-1.9861947584854533
1276,427.0,137.0,582985.8555,129428.5941,-0.8685173991816555
1277,944.0,478.0,584019.621,130110.0661,-38.76011280194825
1278,446.0,87.0,583024.307,129328.45,7.651808043353412
1280,1035.0,447.0,584202.4013,130048.2232,-15.562553847706113
1282,418.0,334.0,582968.3115,129822.7886,-88.97465517538103
1284,903.0,655.0,583938.0304,130464.8534,-18.321427261768804
1286,424.0,474.0,582980.0613,130102.6747,-105.09305005948545
1288,902.0,138.0,583935.5989,129430.8987,-33.982879728407624
1290,273.0,716.0,582678.007,130586.1911,-27.131180244380175
1291,1126.0,559.0,584383.0566,130271.4847,-38.70298100529726
1293,242.0,299.0,582615.1632,129752.8573,-55.865507300010904
1295,172.0,664.0,582476.3335,130481.0514,-41.938738178607764
1296,1332.0,602.0,584796.9203,130357.4852,-46.11090125052306
1297,594.0,61.0,583320.2806,129275.636,9.302396383923679
1299,436.0,291.0,583004.4524,129736.8156,-86.62616924972781
1301,1018.0,411.0,584168.8101,129976.3622,-9.257963664258568
1303,1371.0,663.0,584874.733,130480.8968,-48.07597047854824
1304,421.0,326.0,582973.7307,129806.8663,-88.31571908388332
1306,341.0,285.0,582813.0132,129723.0494,-48.061513070000274
1308,431.0,119.0,582994.1825,129391.2907,-3.8181706739601395
1310,904.0,238.0,583940.4096,129629.3466,-40.20044824754723
1311,431.0,116.0,582994.9963,129385.7146,-1.1674259198298387
1312,431.0,126.0,582993.4592,129405.9034,-11.822443902484338
1314,1334.0,607.0,584800.7522,130368.5414,-39.576049512481404
1315,1329.0,596.0,584790.9864,130346.7928,-43.6215935164214
1317,549.0,56.0,583229.8124,129265.7588,1.450381161606856
1318,909.0,309.0,583949.94,129771.7096,-28.78472694610582
1320,1331.0,598.0,584793.676,130350.8485,-46.98865458167347
1322,424.0,471.0,582979.5897,130095.0702,-105.05425747257596
1324,640.0,98.0,583411.3432,129350.4583,-2.033356926218403
1325,1328.0,593.0,584788.0168,130340.9033,-42.162556502660664
1327,431.0,122.0,582993.4505,129398.0559,-8.670110262946764
1329,1338.0,612.0,584808.2189,130378.7529,-50.532534660951114
1331,904.0,235.0,583939.7928,129624.3553,-38.48150741320387
1333,1328.0,594.0,584788.3418,130341.4496,-43.225403314775576
1334,904.0,208.0,583940.8017,129569.5312,-36.545807472663455
1336,1332.0,601.0,584796.4513,130356.48199999999,-51.44745122800941
1338,1340.0,663.0,584811.5434,130480.431,-32.23874011288217
1339,183.0,744.0,582497.0752,130641.0676,-29.27228327607918
1340,1018.0,410.0,584167.565,129974.1896,-12.142460898912304
1341,903.0,143.0,583937.9767,129440.85,-34.633650134832806
1343,1337.0,610.0,584805.7271,130373.3085,-50.6955403707575
1345,432.0,113.0,582995.2619,129379.1386,0.04549632649695923
1347,1330.0,598.0,584792.6808,130349.5184,-48.43873990626116
1348,1327.0,591.0,584785.3258,130335.9265,-36.83922329180905
1349,905.0,209.0,583941.2518,129572.8905,-38.934269179342664
1352,941.0,483.0,584014.0888,130119.7424,-37.682904806057195
1353,643.0,91.0,583418.4189,129335.2445,-1.7894573816420234
1356,551.0,49.0,583234.6942,129251.2561,4.2914514946664895
1357,343.0,280.0,582817.8526,129713.5863,-47.840379864161605
1359,1015.0,405.0,584162.9709,129963.1526,-11.86843300077453
1361,904.0,218.0,583939.7985,129589.6987,-36.308634010328205
1363,1326.0,589.0,584783.9596,130331.9782,-37.23884626915151
1367,895.0,656.0,583922.171,130465.2089,-18.003708712461957
1369,153.0,186.0,582438.9479,129526.29800000001,-17.920188486399184
1371,330.0,173.0,582791.2367,129500.7688,6.099757551502989
1372,429.0,132.0,582990.3059,129418.1399,-13.04046084083484
1374,644.0,88.0,583420.2942,129330.894,-1.7560919375973754
1375,1325.0,586.0,584782.2528,130326.7136,-35.23919156757893
1376,431.0,111.0,582994.7862,129376.1118,-0.26606207373924917
1380,1032.0,439.0,584196.9787,130031.4619,-14.960893155619488
1382,904.0,226.0,583939.2906,129606.9225,-38.25585391931327
1384,1369.0,664.0,584870.8699,130482.6454,-48.61301473261483
1385,175.0,662.0,582482.1337,130477.745,-44.48077879031143
1386,904.0,222.0,583939.6847,129598.6148,-38.82445966717023
1387,426.0,139.0,582984.0682,129432.0687,-12.805316462518476
1389,442.0,90.0,583016.9862,129333.1394,5.735624287337487
1390,1013.0,398.0,584158.5006,129950.6704,-12.534928854000555
1391,646.0,84.0,583423.4512,129322.1802,-0.5217817158963953
1392,425.0,140.0,582982.2169,129434.3113,-13.389054983887036
1393,179.0,660.0,582490.275,130474.7027,-43.84093290854571
1394,178.0,661.0,582487.3251,130475.13900000001,-43.70662634189284
1395,328.0,176.0,582787.4316,129505.5928,3.7857687161035756
1397,1011.0,394.0,584154.5811,129941.5492,-11.928918921024433
1399,424.0,463.0,582979.7509,130080.6516,-104.39054087789509
1401,790.0,301.0,583711.2843,129755.9105,-34.11276077143157
1403,554.0,38.0,583240.2143,129229.6549,8.105404374331556
1404,936.0,414.0,584003.6007,129982.9439,-24.26260603162291
1405,304.0,755.0,582740.1271,130663.7455,-30.049156639053763
1406,574.0,600.0,583279.9141,130354.6312,-57.972226629598936
1408,789.0,307.0,583710.0894,129768.3765,-27.399525657318463
